Step, TotalE, KinE(ev/atom), PotE(ev/at), Temp(K)
482, -0.018668 ,0.0188411, -0.0563502, 157.834
483, -0.0186687 ,0.0187233, -0.0561154, 156.132
484, -0.018654 ,0.0186281, -0.0559102, 154.335
485, -0.0186395 ,0.0185685, -0.0557766, 152.768
486, -0.018645 ,0.0185438, -0.0557326, 151.742
487, -0.0185903 ,0.0185872, -0.0557647, 151.393
488, -0.0185262 ,0.0186586, -0.0558433, 151.625
489, -0.0184745 ,0.0187357, -0.055946, 152.222
490, -0.0184344 ,0.0188163, -0.056067, 153.014
491, -0.0184209 ,0.018893, -0.056207, 153.952
492, -0.0184183 ,0.0189693, -0.0563569, 155.032
493, -0.0184571 ,0.0190191, -0.0564954, 156.181
494, -0.0185268 ,0.0190389, -0.0566045, 157.242
495, -0.0186015 ,0.0190428, -0.0566871, 158.088
496, -0.0186619 ,0.0190513, -0.0567644, 158.74
497, -0.0187082 ,0.0190731, -0.0568545, 159.349
498, -0.0187449 ,0.0191062, -0.0569574, 160.047
499, -0.0187626 ,0.0191472, -0.0570569, 160.836
500, -0.0187495 ,0.0191892, -0.0571279, 161.595
501, -0.0187329 ,0.0192066, -0.0571462, 162.132
502, -0.0187232 ,0.0191885, -0.0571002, 162.268
503, -0.0187 ,0.0191476, -0.0569953, 161.915
504, -0.0186796 ,0.0190847, -0.056849, 161.113
505, -0.0186695 ,0.0190088, -0.0566872, 159.994
506, -0.0186672 ,0.0189359, -0.056539, 158.757
507, -0.0186561 ,0.0188866, -0.0564293, 157.623
508, -0.018629 ,0.0188715, -0.0563719, 156.781
509, -0.0186177 ,0.0188756, -0.0563689, 156.338
510, -0.0186351 ,0.0188892, -0.0564135, 156.312
511, -0.0186597 ,0.0189168, -0.0564933, 156.651
512, -0.0186423 ,0.0189752, -0.0565927, 157.261
513, -0.0186382 ,0.0190296, -0.0566973, 158.023
514, -0.0186641 ,0.0190668, -0.0567976, 158.828
515, -0.0187008 ,0.0190955, -0.0568917, 159.603
516, -0.0187428 ,0.0191194, -0.0569815, 160.332
517, -0.0187985 ,0.0191339, -0.0570664, 161.026
518, -0.0188593 ,0.0191402, -0.0571396, 161.679
519, -0.0189078 ,0.019141, -0.0571897, 162.24
520, -0.0189291 ,0.0191381, -0.0572053, 162.621
521, -0.0189244 ,0.0191287, -0.0571818, 162.738
522, -0.0189119 ,0.0191069, -0.0571258, 162.559
523, -0.0189135 ,0.0190694, -0.0570523, 162.133
524, -0.0189368 ,0.0190207, -0.0569783, 161.573
525, -0.0189798 ,0.0189692, -0.0569183, 161.007
526, -0.0190027 ,0.0189402, -0.0568831, 160.547
527, -0.0189993 ,0.0189395, -0.0568784, 160.279
528, -0.0189853 ,0.0189567, -0.0568987, 160.239
529, -0.0189643 ,0.0189821, -0.0569285, 160.389
530, -0.0189256 ,0.0190125, -0.0569506, 160.611
531, -0.0188463 ,0.0190555, -0.0569573, 160.779
532, -0.0187401 ,0.0191069, -0.0569539, 160.834
533, -0.0186537 ,0.0191497, -0.056953, 160.815
534, -0.0186001 ,0.0191821, -0.0569643, 160.813
535, -0.0185797 ,0.0192043, -0.0569883, 160.901
536, -0.0185803 ,0.0192194, -0.0570192, 161.083
537, -0.0185884 ,0.0192323, -0.0570531, 161.32
538, -0.0185823 ,0.0192544, -0.0570911, 161.583
539, -0.0185384 ,0.0192968, -0.057132, 161.876
540, -0.0184681 ,0.0193481, -0.0571643, 162.187
541, -0.0184026 ,0.0193835, -0.0571696, 162.426
542, -0.0183545 ,0.0193913, -0.057137, 162.461
543, -0.0183288 ,0.0193722, -0.0570732, 162.211
544, -0.0183393 ,0.0193288, -0.0569969, 161.727
545, -0.0183507 ,0.0192856, -0.0569219, 161.143
546, -0.0183554 ,0.0192451, -0.0568455, 160.56
547, -0.0183535 ,0.0192003, -0.0567542, 159.959
548, -0.0183543 ,0.0191415, -0.0566374, 159.245
549, -0.0183693 ,0.0190644, -0.0564981, 158.341
550, -0.0183629 ,0.0189942, -0.0563512, 157.269
551, -0.0183376 ,0.0189389, -0.0562153, 156.14
552, -0.0183401 ,0.0188819, -0.056104, 155.095
553, -0.0183651 ,0.0188296, -0.0560244, 154.237
554, -0.0184345 ,0.0187716, -0.0559776, 153.623
555, -0.0185596 ,0.0186987, -0.0559571, 153.26
556, -0.0186789 ,0.0186378, -0.0559544, 153.1
557, -0.0187122 ,0.018625, -0.0559622, 153.079
558, -0.0186823 ,0.0186445, -0.0559712, 153.138
559, -0.0186263 ,0.0186717, -0.0559696, 153.203
560, -0.0185587 ,0.0186965, -0.0559518, 153.19
561, -0.0184776 ,0.0187246, -0.0559269, 153.057
562, -0.0183941 ,0.0187619, -0.0559178, 152.878
563, -0.0183219 ,0.018813, -0.0559479, 152.821
564, -0.0182643 ,0.018881, -0.0560262, 153.059
565, -0.0182297 ,0.0189581, -0.056146, 153.662
566, -0.018233 ,0.0190313, -0.0562956, 154.584
567, -0.0182747 ,0.0190948, -0.0564643, 155.737
568, -0.0183372 ,0.0191508, -0.0566389, 157.037
569, -0.0183945 ,0.019203, -0.0568005, 158.379
570, -0.0184475 ,0.0192403, -0.056928, 159.618
571, -0.0185031 ,0.0192515, -0.0570061, 160.597
572, -0.0185458 ,0.0192427, -0.0570313, 161.198
573, -0.018564 ,0.0192258, -0.0570157, 161.397
574, -0.0185633 ,0.019212, -0.0569874, 161.29
575, -0.0185735 ,0.0192011, -0.0569757, 161.086
576, -0.0185977 ,0.0191951, -0.0569879, 160.999
577, -0.0186432 ,0.0191814, -0.057006, 161.083
578, -0.0186868 ,0.0191594, -0.0570056, 161.211
579, -0.0187043 ,0.019134, -0.0569723, 161.201
580, -0.0187003 ,0.0191018, -0.056904, 160.943
581, -0.0186818 ,0.0190626, -0.056807, 160.417
582, -0.0186645 ,0.0190135, -0.0566916, 159.67
583, -0.0186572 ,0.0189564, -0.05657, 158.781
584, -0.0186613 ,0.018899, -0.0564594, 157.846
585, -0.0186789 ,0.0188538, -0.0563865, 157.001
586, -0.018704 ,0.0188399, -0.0563839, 156.451
587, -0.0187231 ,0.0188727, -0.0564684, 156.439
588, -0.0187156 ,0.0189511, -0.0566177, 157.08
589, -0.0187304 ,0.0190242, -0.0567789, 158.208
590, -0.0187309 ,0.0190865, -0.056904, 159.431
591, -0.0187071 ,0.0191312, -0.0569696, 160.389
592, -0.0186712 ,0.0191496, -0.0569704, 160.895
593, -0.0186369 ,0.0191383, -0.0569135, 160.905
594, -0.0186189 ,0.0191004, -0.0568196, 160.475
595, -0.018591 ,0.0190641, -0.0567191, 159.762
596, -0.0185406 ,0.0190523, -0.0566452, 158.999
597, -0.0185001 ,0.0190632, -0.0566265, 158.44
598, -0.0184877 ,0.0190931, -0.056674, 158.3
599, -0.018504 ,0.0191331, -0.0567701, 158.659
600, -0.0185129 ,0.0191796, -0.0568721, 159.381
601, -0.0185123 ,0.0192103, -0.056933, 160.147
602, -0.0185092 ,0.0192063, -0.0569218, 160.603
603, -0.0184989 ,0.0191692, -0.0568373, 160.517
604, -0.0184752 ,0.0191164, -0.0567079, 159.878
605, -0.0184604 ,0.01906, -0.0565805, 158.901
606, -0.0184774 ,0.0190119, -0.0565013, 157.939
607, -0.0185313 ,0.0189833, -0.0564978, 157.34
608, -0.0186132 ,0.0189793, -0.0565719, 157.314
609, -0.0186957 ,0.0190056, -0.0567068, 157.879
610, -0.0187859 ,0.019048, -0.056882, 158.913
611, -0.0188777 ,0.0191022, -0.0570821, 160.263
612, -0.0189554 ,0.01917, -0.0572955, 161.808
613, -0.0190127 ,0.0192462, -0.0575052, 163.453
614, -0.019027 ,0.0193286, -0.0576842, 165.064
615, -0.0190205 ,0.0193914, -0.0578033, 166.436
616, -0.0190049 ,0.0194194, -0.0578437, 167.349
617, -0.0189753 ,0.019413, -0.0578012, 167.659
618, -0.0189446 ,0.0193702, -0.0576851, 167.335
619, -0.0189072 ,0.0193042, -0.0575156, 166.445
620, -0.0188528 ,0.0192343, -0.0573213, 165.146
621, -0.0188235 ,0.0191537, -0.0571309, 163.656
622, -0.0188156 ,0.0190738, -0.0569631, 162.189
623, -0.0188329 ,0.0189979, -0.0568288, 160.894
624, -0.0188705 ,0.0189358, -0.0567421, 159.859
625, -0.0188948 ,0.0189137, -0.0567223, 159.198
626, -0.0188873 ,0.0189436, -0.0567744, 159.047
627, -0.0188713 ,0.0190029, -0.056877, 159.439
628, -0.0188645 ,0.0190674, -0.0569993, 160.218
629, -0.0188674 ,0.0191265, -0.0571204, 161.155
630, -0.0188713 ,0.0191789, -0.057229, 162.089
631, -0.0188776 ,0.0192187, -0.057315, 162.925
632, -0.018873 ,0.0192482, -0.0573693, 163.587
633, -0.0188607 ,0.0192639, -0.0573886, 164.007
634, -0.0188568 ,0.0192596, -0.057376, 164.159
635, -0.0188534 ,0.0192432, -0.0573398, 164.067
636, -0.0188216 ,0.0192345, -0.0572906, 163.792
637, -0.0187756 ,0.0192314, -0.0572383, 163.418
638, -0.0187212 ,0.0192334, -0.057188, 163.016
639, -0.0186791 ,0.0192287, -0.0571365, 162.625
640, -0.0186523 ,0.0192111, -0.0570744, 162.222
641, -0.0186566 ,0.0191681, -0.0569927, 161.736
642, -0.018696 ,0.0190988, -0.0568935, 161.104
643, -0.0187499 ,0.0190214, -0.0567926, 160.345
644, -0.0187839 ,0.0189616, -0.056707, 159.573
645, -0.0187931 ,0.0189226, -0.0566383, 158.911
646, -0.0187823 ,0.0188947, -0.0565717, 158.37
647, -0.0187547 ,0.0188689, -0.0564925, 157.846
648, -0.018737 ,0.018833, -0.0564031, 157.234
649, -0.0187408 ,0.0187928, -0.0563265, 156.553
650, -0.0187561 ,0.0187696, -0.0562954, 155.977
651, -0.0187325 ,0.0187988, -0.0563302, 155.746
652, -0.0186735 ,0.0188739, -0.0564213, 156.011
653, -0.0186049 ,0.0189629, -0.0565308, 156.696
654, -0.0185352 ,0.0190413, -0.0566177, 157.522
655, -0.0184783 ,0.0190935, -0.0566652, 158.187
656, -0.0184544 ,0.0191161, -0.0566866, 158.563
657, -0.0184855 ,0.0191121, -0.0567097, 158.745
658, -0.0185545 ,0.0190993, -0.0567531, 158.934
659, -0.0185989 ,0.0191073, -0.0568135, 159.269
660, -0.0185995 ,0.0191368, -0.0568731, 159.728
661, -0.0185944 ,0.0191607, -0.0569159, 160.181
662, -0.018597 ,0.0191708, -0.0569386, 160.512
663, -0.0186023 ,0.0191745, -0.0569513, 160.694
664, -0.0186169 ,0.0191765, -0.0569699, 160.801
665, -0.0186388 ,0.0191827, -0.0570043, 160.951
666, -0.018655 ,0.0191976, -0.0570501, 161.214
667, -0.0186629 ,0.0192132, -0.0570893, 161.56
668, -0.0186664 ,0.0192161, -0.0570986, 161.851
669, -0.0186677 ,0.0191973, -0.0570623, 161.915
670, -0.0186544 ,0.0191621, -0.0569786, 161.633
671, -0.0186451 ,0.0191072, -0.0568596, 160.991
672, -0.0186581 ,0.0190343, -0.0567267, 160.08
673, -0.018683 ,0.018962, -0.0566069, 159.064
674, -0.0186871 ,0.0189195, -0.056526, 158.149
675, -0.0186516 ,0.0189231, -0.0564979, 157.53
676, -0.0185884 ,0.0189642, -0.0565169, 157.308
677, -0.0185266 ,0.0190176, -0.0565618, 157.443
678, -0.0184726 ,0.0190665, -0.0566056, 157.776
679, -0.0183961 ,0.0191137, -0.0566236, 158.1
680, -0.0183063 ,0.0191477, -0.0566016, 158.229
681, -0.0182617 ,0.0191476, -0.0565568, 158.062
682, -0.0183067 ,0.0191243, -0.0565554, 157.748
683, -0.01833 ,0.0191641, -0.0566581, 157.771
684, -0.0183394 ,0.0192469, -0.0568332, 158.549
685, -0.0183422 ,0.0193276, -0.0569973, 159.863
686, -0.0183502 ,0.019376, -0.0571022, 161.115
687, -0.0183603 ,0.0193919, -0.0571441, 161.931
688, -0.0183614 ,0.0193873, -0.057136, 162.267
689, -0.0183361 ,0.0193748, -0.0570856, 162.209
690, -0.0182984 ,0.0193481, -0.0569947, 161.818
691, -0.0182574 ,0.01931, -0.0568774, 161.118
692, -0.0182377 ,0.0192697, -0.0567771, 160.23
693, -0.0182625 ,0.0192433, -0.0567491, 159.483
694, -0.018331 ,0.0192416, -0.0568141, 159.277
695, -0.01842 ,0.0192617, -0.0569433, 159.764
696, -0.0185198 ,0.0192835, -0.0570868, 160.739
697, -0.0186068 ,0.0192966, -0.0572001, 161.828
698, -0.0186715 ,0.0192931, -0.0572576, 162.692
699, -0.0187312 ,0.0192629, -0.0572571, 163.137
700, -0.0187579 ,0.0192288, -0.0572154, 163.142
701, -0.01877 ,0.0191928, -0.0571557, 162.831
702, -0.0187758 ,0.0191598, -0.0570954, 162.378
703, -0.0187801 ,0.0191311, -0.0570424, 161.915
704, -0.0187781 ,0.01911, -0.0569981, 161.505
705, -0.018755 ,0.0191045, -0.0569639, 161.162
706, -0.0187216 ,0.0191123, -0.0569463, 160.901
707, -0.0187036 ,0.0191273, -0.0569583, 160.772
708, -0.0187236 ,0.0191446, -0.0570128, 160.871
709, -0.018769 ,0.0191717, -0.0571125, 161.295
710, -0.0188074 ,0.0192183, -0.0572439, 162.059
711, -0.0188492 ,0.0192674, -0.057384, 163.063
712, -0.0188709 ,0.0193204, -0.0575117, 164.135
713, -0.0188622 ,0.0193775, -0.0576172, 165.118
714, -0.0188313 ,0.0194336, -0.0576984, 165.933
715, -0.0187927 ,0.0194782, -0.057749, 166.558
716, -0.0187548 ,0.0194974, -0.0577497, 166.939
717, -0.0187409 ,0.0194668, -0.0576746, 166.93
718, -0.0187645 ,0.0193732, -0.057511, 166.341
719, -0.018805 ,0.0192322, -0.0572694, 165.08
720, -0.0188515 ,0.019064, -0.0569796, 163.224
721, -0.0188912 ,0.0188947, -0.0566807, 160.999
722, -0.0189256 ,0.0187418, -0.0564092, 158.703
723, -0.0189674 ,0.0186099, -0.0561873, 156.612
724, -0.0189986 ,0.0185107, -0.0560199, 154.896
725, -0.0190089 ,0.0184476, -0.0559042, 153.599
726, -0.0189759 ,0.01843, -0.0558359, 152.701
727, -0.0189038 ,0.0184511, -0.0558059, 152.169
728, -0.0188328 ,0.0184821, -0.055797, 151.929
729, -0.0187795 ,0.0185052, -0.0557898, 151.849
730, -0.0187485 ,0.018513, -0.0557746, 151.788
731, -0.0187501 ,0.0185036, -0.0557573, 151.673
732, -0.0187742 ,0.0184926, -0.0557594, 151.549
733, -0.0187677 ,0.01852, -0.0558078, 151.58
734, -0.0187322 ,0.0185909, -0.055914, 151.961
735, -0.0186925 ,0.0186842, -0.056061, 152.775
736, -0.0186462 ,0.0187832, -0.0562127, 153.895
737, -0.0186028 ,0.0188654, -0.0563336, 155.052
738, -0.0185451 ,0.0189274, -0.0564, 155.978
739, -0.0185061 ,0.0189481, -0.0564023, 156.488
740, -0.0184989 ,0.0189228, -0.0563445, 156.509
741, -0.0184981 ,0.0188727, -0.0562435, 156.071
742, -0.0184717 ,0.0188253, -0.0561222, 155.301
743, -0.0184447 ,0.018778, -0.0560008, 154.372
744, -0.0184322 ,0.018729, -0.0558901, 153.437
745, -0.0184021 ,0.0186957, -0.0557934, 152.581
746, -0.0183591 ,0.0186768, -0.0557127, 151.832
747, -0.0183572 ,0.0186503, -0.0556577, 151.212
748, -0.0184167 ,0.0186148, -0.0556463, 150.796
749, -0.0185145 ,0.0185877, -0.0556898, 150.714
750, -0.0186199 ,0.0185796, -0.0557792, 151.046
751, -0.0186828 ,0.0186028, -0.0558885, 151.725
752, -0.0187026 ,0.0186442, -0.055991, 152.558
753, -0.0187032 ,0.0186836, -0.0560705, 153.343
754, -0.01869 ,0.0187192, -0.0561285, 153.96
755, -0.0186647 ,0.0187588, -0.0561823, 154.419
756, -0.0186118 ,0.0188191, -0.05625, 154.846
757, -0.0185782 ,0.0188776, -0.0563335, 155.371
758, -0.0185801 ,0.0189179, -0.056416, 156.008
759, -0.0186111 ,0.0189317, -0.0564744, 156.635
760, -0.0186786 ,0.0189073, -0.0564931, 157.078
761, -0.0187846 ,0.0188447, -0.0564741, 157.223
762, -0.0188843 ,0.0187765, -0.0564372, 157.085
763, -0.0189387 ,0.018737, -0.0564128, 156.815
764, -0.0189474 ,0.0187402, -0.0564277, 156.639
765, -0.0189097 ,0.0187931, -0.0564959, 156.76
766, -0.018836 ,0.0188909, -0.0566178, 157.287
767, -0.0187494 ,0.0190203, -0.0567901, 158.228
768, -0.0186933 ,0.0191559, -0.0570052, 159.559
769, -0.0186959 ,0.01927, -0.0572359, 161.212
770, -0.0187423 ,0.0193491, -0.0574404, 162.976
771, -0.0187998 ,0.0193988, -0.0575974, 164.549
772, -0.0188307 ,0.0194458, -0.0577224, 165.776
773, -0.0188299 ,0.0195046, -0.0578391, 166.759
774, -0.0188449 ,0.0195491, -0.0579431, 167.662
775, -0.01888 ,0.0195623, -0.0580047, 168.453
776, -0.0189003 ,0.0195486, -0.0579975, 168.918
777, -0.0188807 ,0.0195164, -0.0579134, 168.859
778, -0.0188312 ,0.0194663, -0.0577637, 168.215
779, -0.0187749 ,0.0194003, -0.0575756, 167.071
780, -0.0187324 ,0.0193246, -0.0573815, 165.632
781, -0.0187077 ,0.0192454, -0.0571985, 164.139
782, -0.018685 ,0.0191682, -0.0570215, 162.718
783, -0.0186348 ,0.0191043, -0.0568434, 161.343
784, -0.0185707 ,0.0190516, -0.0566738, 159.969
785, -0.0185228 ,0.0190086, -0.0565399, 158.669
786, -0.0185176 ,0.018978, -0.0564736, 157.648
787, -0.0185458 ,0.0189737, -0.0564931, 157.143
788, -0.0185632 ,0.0190155, -0.0565941, 157.292
789, -0.0185667 ,0.0190928, -0.0567524, 158.061
790, -0.0185642 ,0.0191842, -0.0569326, 159.268
791, -0.0185648 ,0.0192654, -0.0570956, 160.644
792, -0.0185747 ,0.0193166, -0.057208, 161.889
793, -0.0185877 ,0.0193305, -0.0572488, 162.748
794, -0.0185994 ,0.0193063, -0.0572119, 163.061
795, -0.018616 ,0.0192443, -0.0571046, 162.779
796, -0.018656 ,0.0191452, -0.0569464, 161.957
797, -0.0187252 ,0.0190204, -0.056766, 160.747
798, -0.0188011 ,0.0188973, -0.0565957, 159.367
799, -0.0188387 ,0.0188114, -0.0564614, 158.062
800, -0.018829 ,0.0187721, -0.0563733, 157.028
801, -0.0187917 ,0.0187659, -0.0563234, 156.342
802, -0.0187449 ,0.0187732, -0.0562914, 155.946
803, -0.0186922 ,0.0187813, -0.0562547, 155.687
804, -0.018653 ,0.018774, -0.0562009, 155.397
805, -0.0186382 ,0.0187488, -0.0561359, 154.984
806, -0.0186162 ,0.0187329, -0.0560819, 154.492
807, -0.0185456 ,0.018761, -0.0560675, 154.089
808, -0.0184515 ,0.0188314, -0.0561143, 153.988
809, -0.0183678 ,0.0189304, -0.0562286, 154.353
810, -0.018322 ,0.0190396, -0.0564013, 155.233
811, -0.0183118 ,0.0191495, -0.0566108, 156.559
812, -0.0183221 ,0.0192526, -0.0568272, 158.167
813, -0.018348 ,0.0193343, -0.0570166, 159.825
814, -0.0183914 ,0.0193782, -0.0571478, 161.276
815, -0.0184395 ,0.0193811, -0.0572017, 162.283
816, -0.0184829 ,0.0193472, -0.0571772, 162.7
817, -0.0185074 ,0.0192924, -0.0570922, 162.52
818, -0.0184932 ,0.0192422, -0.0569776, 161.878
819, -0.0184643 ,0.0192022, -0.0568687, 161.009
820, -0.0184419 ,0.0191755, -0.0567929, 160.18
821, -0.0184324 ,0.0191647, -0.0567619, 159.6
822, -0.0184289 ,0.0191694, -0.0567677, 159.355
823, -0.0184222 ,0.0191824, -0.056787, 159.388
824, -0.018409 ,0.01919, -0.056789, 159.521
825, -0.0183941 ,0.0191768, -0.0567476, 159.523
826, -0.0183769 ,0.0191384, -0.0566536, 159.196
827, -0.0183541 ,0.0190836, -0.0565214, 158.476
828, -0.0183266 ,0.0190278, -0.0563822, 157.468
829, -0.0183173 ,0.0189769, -0.056271, 156.408
830, -0.0183268 ,0.018944, -0.0562148, 155.561
831, -0.0183431 ,0.0189425, -0.0562281, 155.133
832, -0.0183508 ,0.0189812, -0.0563132, 155.237
833, -0.0183627 ,0.0190489, -0.0564606, 155.892
834, -0.0183931 ,0.0191279, -0.0566489, 157.022
835, -0.0184357 ,0.0192055, -0.0568468, 158.464
836, -0.018478 ,0.0192708, -0.0570196, 159.979
837, -0.0185107 ,0.0193131, -0.0571369, 161.301
838, -0.0185349 ,0.019322, -0.0571789, 162.199
839, -0.0185632 ,0.0192873, -0.0571379, 162.519
840, -0.0185928 ,0.0192147, -0.0570223, 162.204
841, -0.0186099 ,0.0191267, -0.0568633, 161.322
842, -0.0185956 ,0.019061, -0.0567177, 160.119
843, -0.0185708 ,0.0190335, -0.0566378, 159.02
844, -0.0185566 ,0.0190336, -0.0566238, 158.401
845, -0.0185591 ,0.0190361, -0.0566312, 158.269
846, -0.0185602 ,0.0190282, -0.0566165, 158.305
847, -0.0185401 ,0.0190068, -0.0565538, 158.18
848, -0.0185005 ,0.0189634, -0.0564274, 157.687
849, -0.0184638 ,0.0188843, -0.0562324, 156.705
850, -0.0184456 ,0.0187671, -0.0559798, 155.2
851, -0.0184361 ,0.0186307, -0.0556976, 153.258
852, -0.0183963 ,0.0185143, -0.0554249, 151.091
853, -0.0183269 ,0.0184389, -0.0552046, 149
854, -0.0182711 ,0.0184003, -0.0550718, 147.312
855, -0.018266 ,0.018387, -0.0550399, 146.289
856, -0.0183312 ,0.0183818, -0.0550949, 146.033
857, -0.0184109 ,0.018398, -0.0552069, 146.443
858, -0.0185118 ,0.0184185, -0.0553489, 147.296
859, -0.0186229 ,0.0184405, -0.0555038, 148.388
860, -0.018708 ,0.0184756, -0.0556592, 149.582
861, -0.0187524 ,0.0185261, -0.0558046, 150.781
862, -0.0187773 ,0.0185783, -0.055934, 151.904
863, -0.0187451 ,0.0186517, -0.0560486, 152.907
864, -0.0186504 ,0.0187518, -0.056154, 153.798
865, -0.0185517 ,0.0188505, -0.0562527, 154.617
866, -0.0184762 ,0.0189321, -0.0563404, 155.38
867, -0.0184335 ,0.0189883, -0.05641, 156.057
868, -0.0184245 ,0.019016, -0.0564565, 156.594
869, -0.0184419 ,0.0190195, -0.0564809, 156.954
870, -0.018467 ,0.0190119, -0.0564909, 157.148
871, -0.0185142 ,0.0189918, -0.0564978, 157.232
872, -0.0185762 ,0.0189694, -0.056515, 157.292
873, -0.0186382 ,0.0189586, -0.0565553, 157.432
874, -0.0186888 ,0.0189687, -0.0566262, 157.749
875, -0.0187388 ,0.0189922, -0.0567232, 158.296
876, -0.0187718 ,0.0190289, -0.0568296, 159.038
877, -0.0187762 ,0.0190738, -0.0569238, 159.851
878, -0.0187572 ,0.0191129, -0.056983, 160.57
879, -0.0187198 ,0.0191331, -0.056986, 161.017
880, -0.0186984 ,0.0191114, -0.0569211, 161.035
881, -0.0186962 ,0.0190486, -0.0567933, 160.536
882, -0.0187027 ,0.018961, -0.0566246, 159.558
883, -0.0187047 ,0.0188727, -0.0564501, 158.269
884, -0.0186717 ,0.0188194, -0.0563106, 156.939
885, -0.0186256 ,0.0188066, -0.0562389, 155.875
886, -0.018585 ,0.0188309, -0.0562469, 155.325
887, -0.0185424 ,0.0188917, -0.0563257, 155.381
888, -0.0185401 ,0.0189584, -0.056457, 155.981
889, -0.0185785 ,0.0190198, -0.0566181, 156.986
890, -0.018631 ,0.0190745, -0.0567799, 158.219
891, -0.0187091 ,0.019101, -0.056911, 159.456
892, -0.0187981 ,0.0190972, -0.0569925, 160.462
893, -0.0188856 ,0.0190687, -0.057023, 161.094
894, -0.0189472 ,0.019032, -0.0570112, 161.335
895, -0.0189758 ,0.0189943, -0.0569644, 161.248
896, -0.0189801 ,0.0189518, -0.0568836, 160.885
897, -0.0189589 ,0.0189045, -0.0567679, 160.257
898, -0.0189383 ,0.0188444, -0.0566271, 159.363
899, -0.0189696 ,0.0187599, -0.0564894, 158.286
900, -0.0189898 ,0.0187011, -0.056392, 157.238
901, -0.0190008 ,0.0186781, -0.056357, 156.494
902, -0.0190271 ,0.0186766, -0.0563803, 156.22
903, -0.0190577 ,0.0186903, -0.0564382, 156.388
904, -0.0190856 ,0.0187073, -0.0565003, 156.82
905, -0.0191175 ,0.018714, -0.0565455, 157.289
906, -0.0191322 ,0.0187215, -0.0565752, 157.64
907, -0.0191256 ,0.0187418, -0.0566091, 157.881
908, -0.0190934 ,0.0187847, -0.0566628, 158.153
909, -0.0190572 ,0.0188355, -0.0567281, 158.565
910, -0.0190234 ,0.0188774, -0.0567782, 159.057
911, -0.0189729 ,0.0189101, -0.056793, 159.435
912, -0.0188967 ,0.0189401, -0.0567769, 159.553
913, -0.018803 ,0.0189751, -0.0567533, 159.443
914, -0.0187155 ,0.0190138, -0.0567431, 159.272
915, -0.0186176 ,0.0190659, -0.0567494, 159.196
916, -0.0185537 ,0.0191015, -0.0567567, 159.236
917, -0.0185315 ,0.0191053, -0.056742, 159.281
918, -0.0185384 ,0.0190744, -0.0566873, 159.156
919, -0.0185731 ,0.019009, -0.056591, 158.729
920, -0.0186276 ,0.0189221, -0.0564717, 157.992
921, -0.0186921 ,0.0188316, -0.0563552, 157.081
922, -0.0187584 ,0.0187517, -0.0562618, 156.187
923, -0.0188287 ,0.0186916, -0.0562119, 155.472
924, -0.0188949 ,0.0186686, -0.0562321, 155.1
925, -0.0189218 ,0.0187088, -0.0563394, 155.266
926, -0.0189398 ,0.0187916, -0.0565229, 156.091
927, -0.0189413 ,0.0189043, -0.0567499, 157.496
928, -0.0189218 ,0.0190301, -0.056982, 159.236
929, -0.0188897 ,0.0191468, -0.0571833, 161.016
930, -0.0188707 ,0.0192271, -0.0573248, 162.561
931, -0.0188653 ,0.0192631, -0.0573916, 163.65
932, -0.0188632 ,0.0192604, -0.0573839, 164.168
933, -0.0188466 ,0.0192332, -0.057313, 164.114
934, -0.0188175 ,0.0191904, -0.0571984, 163.574
935, -0.0187732 ,0.0191469, -0.057067, 162.7
936, -0.0187008 ,0.0191248, -0.0569504, 161.698
937, -0.0186058 ,0.0191347, -0.0568751, 160.809
938, -0.0185402 ,0.0191557, -0.0568517, 160.231
939, -0.0185289 ,0.0191714, -0.0568717, 160.045
940, -0.0185598 ,0.0191786, -0.0569169, 160.19
941, -0.0186004 ,0.0191842, -0.0569689, 160.532
942, -0.018631 ,0.0191896, -0.0570102, 160.926
943, -0.0186494 ,0.0191867, -0.0570229, 161.237
944, -0.0186727 ,0.0191597, -0.056992, 161.326
945, -0.0186996 ,0.0191078, -0.0569153, 161.085
946, -0.0187351 ,0.0190366, -0.0568082, 160.498
947, -0.0187808 ,0.0189561, -0.056693, 159.68
948, -0.0188257 ,0.0188781, -0.056582, 158.793
949, -0.0188484 ,0.018813, -0.0564744, 157.933
950, -0.018874 ,0.0187457, -0.0563655, 157.097
951, -0.0189027 ,0.018675, -0.0562527, 156.253
952, -0.0189087 ,0.0186171, -0.0561429, 155.384
953, -0.0188804 ,0.0185875, -0.0560554, 154.544
954, -0.0188279 ,0.018592, -0.0560119, 153.879
955, -0.018771 ,0.0186241, -0.0560191, 153.546
956, -0.0187192 ,0.0186726, -0.0560643, 153.595
957, -0.0186828 ,0.0187226, -0.056128, 153.935
958, -0.0186765 ,0.0187606, -0.0561977, 154.421
959, -0.0186751 ,0.0187976, -0.0562702, 154.961
960, -0.0186529 ,0.0188444, -0.0563416, 155.521
961, -0.0186069 ,0.0188982, -0.0564034, 156.069
962, -0.0185729 ,0.0189384, -0.0564498, 156.544
963, -0.0185446 ,0.0189705, -0.0564855, 156.906
964, -0.0185067 ,0.0190089, -0.0565245, 157.189
965, -0.0184853 ,0.0190488, -0.0565829, 157.499
966, -0.0184673 ,0.0191028, -0.056673, 157.958
967, -0.0184536 ,0.0191716, -0.0567969, 158.656
