Distance, Counts 
1.23221, 0 
1.2364, 0 
1.24059, 0 
1.24478, 0 
1.24897, 0 
1.25316, 0 
1.25735, 0 
1.26154, 0 
1.26574, 0 
1.26993, 0 
1.27412, 0 
1.27831, 0 
1.2825, 0 
1.28669, 0 
1.29088, 0 
1.29507, 0 
1.29926, 0 
1.30346, 0 
1.30765, 0 
1.31184, 0 
1.31603, 0 
1.32022, 0 
1.32441, 0 
1.3286, 0 
1.33279, 0 
1.33699, 0 
1.34118, 0 
1.34537, 0 
1.34956, 0 
1.35375, 0 
1.35794, 0 
1.36213, 0 
1.36632, 0 
1.37051, 0 
1.37471, 0 
1.3789, 0 
1.38309, 0 
1.38728, 0 
1.39147, 0 
1.39566, 0 
1.39985, 0 
1.40404, 0 
1.40824, 0 
1.41243, 0 
1.41662, 0 
1.42081, 0 
1.425, 0 
1.42919, 0 
1.43338, 0 
1.43757, 0 
1.44176, 0 
1.44596, 0 
1.45015, 0 
1.45434, 0 
1.45853, 0 
1.46272, 0 
1.46691, 0 
1.4711, 0 
1.47529, 0 
1.47949, 0 
1.48368, 0 
1.48787, 0 
1.49206, 0 
1.49625, 0 
1.50044, 0 
1.50463, 0 
1.50882, 0 
1.51301, 0 
1.51721, 0 
1.5214, 0 
1.52559, 0 
1.52978, 0 
1.53397, 0 
1.53816, 0 
1.54235, 0 
1.54654, 0 
1.55074, 0 
1.55493, 0 
1.55912, 0 
1.56331, 0 
1.5675, 0 
1.57169, 0 
1.57588, 0 
1.58007, 0 
1.58426, 0 
1.58846, 0 
1.59265, 0 
1.59684, 0 
1.60103, 0 
1.60522, 0 
1.60941, 0 
1.6136, 0 
1.61779, 0 
1.62199, 0 
1.62618, 0 
1.63037, 0 
1.63456, 0 
1.63875, 0 
1.64294, 0 
1.64713, 0 
1.65132, 0 
1.65551, 0 
1.65971, 0 
1.6639, 0 
1.66809, 2.83535 
1.67228, 18.4048 
1.67647, 23.593 
1.68066, 5.38675 
1.68485, 0 
1.68904, 0 
1.69324, 0 
1.69743, 0 
1.70162, 0 
1.70581, 0 
1.71, 0 
1.71419, 0 
1.71838, 0 
1.72257, 0 
1.72676, 0 
1.73096, 0 
1.73515, 0 
1.73934, 0 
1.74353, 0 
1.74772, 0 
1.75191, 0 
1.7561, 0 
1.76029, 0 
1.76449, 0 
1.76868, 0 
1.77287, 0 
1.77706, 0 
1.78125, 0 
1.78544, 0 
1.78963, 0 
1.79382, 0 
1.79801, 0 
1.80221, 0 
1.8064, 0 
1.81059, 0 
1.81478, 0 
1.81897, 0 
1.82316, 0 
1.82735, 0 
1.83154, 0 
1.83574, 0 
1.83993, 0 
1.84412, 0 
1.84831, 0 
1.8525, 0 
1.85669, 0 
1.86088, 0 
1.86507, 0 
1.86926, 0 
1.87346, 0 
1.87765, 0 
1.88184, 0 
1.88603, 0 
1.89022, 0 
1.89441, 0 
1.8986, 0 
1.90279, 0 
1.90699, 0 
1.91118, 0 
1.91537, 0 
1.91956, 0 
1.92375, 0 
1.92794, 0 
1.93213, 0 
1.93632, 0 
1.94051, 0 
1.94471, 0 
1.9489, 0 
1.95309, 0 
1.95728, 0 
1.96147, 0 
1.96566, 0 
1.96985, 0 
1.97404, 0 
1.97824, 0 
1.98243, 0 
1.98662, 0 
1.99081, 0 
1.995, 0 
1.99919, 0 
2.00338, 0 
2.00757, 0 
2.01176, 0 
2.01596, 0 
2.02015, 0 
2.02434, 0 
2.02853, 0 
2.03272, 0 
2.03691, 0 
2.0411, 0 
2.04529, 8.49075 
2.04949, 67.9172 
2.05368, 54.7184 
2.05787, 2.88456 
2.06206, 0 
2.06625, 0 
2.07044, 0 
2.07463, 0 
2.07882, 0 
2.08301, 0 
2.08721, 0 
2.0914, 0 
2.09559, 0 
2.09978, 0 
2.10397, 0 
2.10816, 0 
2.11235, 0 
2.11654, 0 
2.12074, 0 
2.12493, 0 
2.12912, 0 
2.13331, 0 
2.1375, 0 
2.14169, 0 
2.14588, 0 
2.15007, 0 
2.15426, 0 
2.15846, 0 
2.16265, 0 
2.16684, 0 
2.17103, 0 
2.17522, 0 
2.17941, 0 
2.1836, 0 
2.18779, 0 
2.19199, 0 
2.19618, 0 
2.20037, 0 
2.20456, 0 
2.20875, 0 
2.21294, 0 
2.21713, 0 
2.22132, 0 
2.22551, 0 
2.22971, 0 
2.2339, 0 
2.23809, 0 
2.24228, 0 
2.24647, 0 
2.25066, 0 
2.25485, 0 
2.25904, 0 
2.26324, 0 
2.26743, 0 
2.27162, 0 
2.27581, 0 
2.28, 0 
2.28419, 0 
2.28838, 0 
2.29257, 0 
2.29676, 0 
2.30096, 0 
2.30515, 0 
2.30934, 0 
2.31353, 0 
2.31772, 0 
2.32191, 0 
2.3261, 0 
2.33029, 0 
2.33449, 0 
2.33868, 0 
2.34287, 0 
2.34706, 0 
2.35125, 0 
2.35544, 0 
2.35963, 0.168809 
2.36382, 9.08342 
2.36801, 25.9136 
2.37221, 14.3308 
2.3764, 0.765613 
2.38059, 0 
2.38478, 0 
2.38897, 0 
2.39316, 0 
2.39735, 0 
2.40154, 0 
2.40574, 0 
2.40993, 0 
2.41412, 0 
2.41831, 0 
2.4225, 0 
2.42669, 0 
2.43088, 0 
2.43507, 0 
2.43926, 0 
2.44346, 0 
2.44765, 0 
2.45184, 0 
2.45603, 0 
2.46022, 0 
2.46441, 0 
2.4686, 0 
2.47279, 0 
2.47699, 0 
2.48118, 0 
2.48537, 0 
2.48956, 0 
2.49375, 0 
2.49794, 0 
2.50213, 0 
2.50632, 0 
2.51051, 0 
2.51471, 0 
2.5189, 0 
2.52309, 0 
2.52728, 0 
2.53147, 0 
2.53566, 0 
2.53985, 0 
2.54404, 0 
2.54824, 0 
2.55243, 0 
2.55662, 0 
2.56081, 0 
2.565, 0 
2.56919, 0 
2.57338, 0 
2.57757, 0 
2.58176, 0 
2.58596, 0 
2.59015, 0 
2.59434, 0 
2.59853, 0 
2.60272, 0 
2.60691, 0 
2.6111, 0 
2.61529, 0 
2.61949, 0 
2.62368, 0 
2.62787, 0 
2.63206, 0 
2.63625, 0 
2.64044, 5.19127 
2.64463, 26.5732 
2.64882, 29.9193 
2.65301, 17.4301 
2.65721, 1.33144 
2.6614, 0 
2.66559, 0 
2.66978, 0 
2.67397, 0 
2.67816, 0 
2.68235, 0 
2.68654, 0 
2.69074, 0 
2.69493, 0 
2.69912, 0 
2.70331, 0 
2.7075, 0 
2.71169, 0 
2.71588, 0 
2.72007, 0 
2.72426, 0 
2.72846, 0 
2.73265, 0 
2.73684, 0 
2.74103, 0 
2.74522, 0 
2.74941, 0 
2.7536, 0 
2.75779, 0 
2.76199, 0 
2.76618, 0 
2.77037, 0 
2.77456, 0 
2.77875, 0 
2.78294, 0 
2.78713, 0 
2.79132, 0 
2.79551, 0 
2.79971, 0 
2.8039, 0 
2.80809, 0 
2.81228, 0 
2.81647, 0 
2.82066, 0 
2.82485, 0 
2.82904, 0 
2.83324, 0 
2.83743, 0 
2.84162, 0 
2.84581, 0 
2.85, 0 
2.85419, 0 
2.85838, 0 
2.86257, 0 
2.86676, 0 
2.87096, 0 
2.87515, 0 
2.87934, 0 
2.88353, 0 
2.88772, 0 
2.89191, 0 
2.8961, 3.86739 
2.90029, 12.0158 
2.90449, 6.2525 
2.90868, 0.211151 
2.91287, 0 
2.91706, 0 
2.92125, 0 
2.92544, 0 
2.92963, 0 
2.93382, 0 
2.93801, 0 
2.94221, 0 
2.9464, 0 
2.95059, 0 
2.95478, 0 
2.95897, 0 
2.96316, 0 
2.96735, 0 
2.97154, 0 
2.97574, 0 
2.97993, 0 
2.98412, 0 
2.98831, 0 
2.9925, 0 
2.99669, 0 
3.00088, 0 
3.00507, 0 
3.00926, 0 
3.01346, 0 
3.01765, 0 
3.02184, 0 
3.02603, 0 
3.03022, 0 
3.03441, 0 
3.0386, 0 
3.04279, 0 
3.04699, 0 
3.05118, 0 
3.05537, 0 
3.05956, 0 
3.06375, 0 
3.06794, 0 
3.07213, 0 
3.07632, 0 
3.08051, 0 
3.08471, 0 
3.0889, 0 
3.09309, 0 
3.09728, 0 
3.10147, 0 
3.10566, 0 
3.10985, 0 
3.11404, 0 
3.11824, 0 
3.12243, 0.106092 
3.12662, 11.0328 
3.13081, 42.7662 
3.135, 44.1159 
3.13919, 16.6127 
3.14338, 0.304531 
3.14757, 0 
3.15176, 0 
3.15596, 0 
3.16015, 0 
3.16434, 0 
3.16853, 0 
3.17272, 0 
3.17691, 0 
3.1811, 0 
3.18529, 0 
3.18949, 0 
3.19368, 0 
3.19787, 0 
3.20206, 0 
3.20625, 0 
3.21044, 0 
3.21463, 0 
3.21882, 0 
3.22301, 0 
3.22721, 0 
3.2314, 0 
3.23559, 0 
3.23978, 0 
3.24397, 0 
3.24816, 0 
3.25235, 0 
3.25654, 0 
3.26074, 0 
3.26493, 0 
3.26912, 0 
3.27331, 0 
3.2775, 0 
3.28169, 0 
3.28588, 0 
3.29007, 0 
3.29426, 0 
3.29846, 0 
3.30265, 0 
3.30684, 0 
3.31103, 0 
3.31522, 0 
3.31941, 0 
3.3236, 0 
3.32779, 0 
3.33199, 0 
3.33618, 0 
3.34037, 0.674236 
3.34456, 3.14416 
3.34875, 3.86587 
3.35294, 3.32923 
3.35713, 1.4769 
3.36132, 0.0832326 
3.36551, 0 
3.36971, 0 
3.3739, 0 
3.37809, 0 
3.38228, 0 
3.38647, 0 
3.39066, 0 
3.39485, 0 
3.39904, 0 
3.40324, 0 
3.40743, 0 
3.41162, 0 
3.41581, 0 
3.42, 0 
3.42419, 0 
3.42838, 0 
3.43257, 0 
3.43676, 0 
3.44096, 0 
3.44515, 0 
3.44934, 0 
3.45353, 0 
3.45772, 0 
3.46191, 0 
3.4661, 0 
3.47029, 0 
3.47449, 0 
3.47868, 0 
3.48287, 0 
3.48706, 0 
3.49125, 0 
3.49544, 0 
3.49963, 0 
3.50382, 0 
3.50801, 0 
3.51221, 0 
3.5164, 0 
3.52059, 0 
3.52478, 0 
3.52897, 0 
3.53316, 0 
3.53735, 0 
3.54154, 0.337418 
3.54574, 8.19861 
3.54993, 20.4258 
3.55412, 22.3134 
3.55831, 14.0087 
3.5625, 1.77106 
3.56669, 0 
3.57088, 0 
3.57507, 0 
3.57926, 0 
3.58346, 0 
3.58765, 0 
3.59184, 0 
3.59603, 0 
3.60022, 0 
3.60441, 0 
3.6086, 0 
3.61279, 0 
3.61699, 0 
3.62118, 0 
3.62537, 0 
3.62956, 0 
3.63375, 0 
3.63794, 0 
3.64213, 0 
3.64632, 0 
3.65051, 0 
3.65471, 0 
3.6589, 0 
3.66309, 0 
3.66728, 0 
3.67147, 0 
3.67566, 0 
3.67985, 0 
3.68404, 0 
3.68824, 0 
3.69243, 0 
3.69662, 0 
3.70081, 0 
3.705, 0 
3.70919, 0 
3.71338, 0 
3.71757, 0 
3.72176, 0 
3.72596, 0 
3.73015, 0 
3.73434, 0.364195 
3.73853, 6.91767 
3.74272, 12.5891 
3.74691, 12.3533 
3.7511, 7.43956 
3.75529, 0.573563 
3.75949, 0 
3.76368, 0 
3.76787, 0 
3.77206, 0 
3.77625, 0 
3.78044, 0 
3.78463, 0 
3.78882, 0 
3.79301, 0 
3.79721, 0 
3.8014, 0 
3.80559, 0 
3.80978, 0 
3.81397, 0 
3.81816, 0 
3.82235, 0 
3.82654, 0 
3.83074, 0 
3.83493, 0 
3.83912, 0 
3.84331, 0 
3.8475, 0 
3.85169, 0 
3.85588, 0 
3.86007, 0 
3.86426, 0 
3.86846, 0 
3.87265, 0 
3.87684, 0 
3.88103, 0 
3.88522, 0 
3.88941, 0 
3.8936, 0 
3.89779, 0 
3.90199, 0 
3.90618, 0 
3.91037, 0 
3.91456, 0 
3.91875, 0.545112 
3.92294, 8.55038 
3.92713, 14.5211 
3.93132, 11.0091 
3.93551, 1.95545 
3.93971, 0 
3.9439, 0 
3.94809, 0 
3.95228, 0 
3.95647, 0 
3.96066, 0 
3.96485, 0 
3.96904, 0 
3.97324, 0 
3.97743, 0 
3.98162, 0 
3.98581, 0 
3.99, 0 
3.99419, 0 
3.99838, 0 
4.00257, 0 
4.00676, 0 
4.01096, 0 
4.01515, 0 
4.01934, 0 
4.02353, 0 
4.02772, 0 
4.03191, 0 
4.0361, 0 
4.04029, 0 
4.04449, 0 
4.04868, 0 
4.05287, 0 
4.05706, 0 
4.06125, 0 
4.06544, 0 
4.06963, 0 
4.07382, 0 
4.07801, 0 
4.08221, 0 
4.0864, 0 
4.09059, 0 
4.09478, 3.00126 
4.09897, 9.78036 
4.10316, 11.8443 
4.10735, 7.9842 
4.11154, 0.923658 
4.11574, 0 
4.11993, 0 
4.12412, 0 
4.12831, 0 
4.1325, 0 
4.13669, 0 
4.14088, 0 
4.14507, 0 
4.14926, 0 
4.15346, 0 
4.15765, 0 
4.16184, 0 
4.16603, 0 
4.17022, 0 
4.17441, 0 
4.1786, 0 
4.18279, 0 
