Step, TotalE, KinE(ev/atom), PotE(ev/at), Temp(K)
77, 0.00376998 ,0.0251173, -0.0464646, 289.777
78, 0.00384462 ,0.0249161, -0.0459876, 279.405
79, 0.00364065 ,0.0250569, -0.0464731, 275.701
80, 0.00330862 ,0.0251285, -0.0469484, 278.862
81, 0.00302173 ,0.0252012, -0.0473807, 282.73
82, 0.00292126 ,0.0251959, -0.0474705, 285.929
83, 0.00312174 ,0.0250385, -0.0469553, 286.433
84, 0.00360846 ,0.0249694, -0.0463303, 282.751
85, 0.00404999 ,0.0248932, -0.0457363, 277.831
86, 0.00417132 ,0.0248996, -0.0456278, 273.506
87, 0.00405454 ,0.024953, -0.0458514, 272.538
88, 0.00408064 ,0.0249816, -0.0458825, 273.955
89, 0.00400602 ,0.0250015, -0.0459971, 274.424
90, 0.00386117 ,0.025036, -0.0462108, 275.346
91, 0.00383264 ,0.0250534, -0.0462741, 276.836
92, 0.00383918 ,0.0251753, -0.0465115, 277.586
93, 0.00390145 ,0.025352, -0.0468025, 279.283
94, 0.00366565 ,0.0254795, -0.0472934, 281.636
95, 0.00331981 ,0.0255795, -0.0478393, 285.41
96, 0.00310105 ,0.0255089, -0.0479168, 289.349
97, 0.00303857 ,0.0253282, -0.0476179, 290.068
98, 0.00342492 ,0.0252618, -0.0470987, 287.75
99, 0.00352517 ,0.0252499, -0.0469746, 284.06
100, 0.00354495 ,0.0253565, -0.0471679, 282.971
101, 0.00355965 ,0.0255845, -0.0476093, 284.434
102, 0.00341097 ,0.0258755, -0.04834, 287.982
103, 0.00331959 ,0.0258963, -0.0484731, 293.089
104, 0.00357167 ,0.0258262, -0.0480807, 294.218
105, 0.00376031 ,0.0257746, -0.0477889, 291.564
106, 0.00393139 ,0.0256196, -0.0473078, 289.054
107, 0.00418745 ,0.0254669, -0.0467463, 285.408
108, 0.00403134 ,0.0254386, -0.0468458, 281.484
109, 0.00354673 ,0.0255849, -0.0476231, 282.337
110, 0.0034216 ,0.0256518, -0.0478821, 287.694
111, 0.00374507 ,0.025513, -0.047281, 289.518
112, 0.00409926 ,0.0253531, -0.046607, 285.355
113, 0.00423237 ,0.0251979, -0.0461634, 280.146
114, 0.00413546 ,0.0252212, -0.0463069, 276.974
115, 0.00406328 ,0.0254743, -0.0468853, 278.037
116, 0.00387626 ,0.0256885, -0.0475007, 282.352
117, 0.00372333 ,0.0257768, -0.0478302, 286.996
118, 0.0036995 ,0.025754, -0.0478084, 289.505
119, 0.00362413 ,0.0256654, -0.0477066, 289.485
120, 0.00363145 ,0.0255447, -0.0474579, 288.621
121, 0.00382418 ,0.025331, -0.0468378, 286.529
122, 0.00402958 ,0.0251039, -0.0461783, 281.821
123, 0.00407614 ,0.0252608, -0.0464454, 277.121
124, 0.00372769 ,0.0257693, -0.047811, 279.392
125, 0.00351967 ,0.0260033, -0.0484869, 288.972
126, 0.00379373 ,0.0257907, -0.0477876, 293.916
127, 0.00414558 ,0.0254197, -0.0466938, 289.042
128, 0.0045175 ,0.0251657, -0.0458139, 280.835
129, 0.00457363 ,0.0249067, -0.0452398, 273.916
130, 0.00437539 ,0.0249124, -0.0454493, 269.772
131, 0.0041793 ,0.0251376, -0.0460958, 271.225
132, 0.0039004 ,0.0253292, -0.046758, 276.052
133, 0.00360548 ,0.0254535, -0.0473014, 281.165
134, 0.00332757 ,0.0255575, -0.0477874, 285.444
135, 0.00310013 ,0.0256547, -0.0482092, 289.239
136, 0.00307555 ,0.0256235, -0.0481715, 292.291
137, 0.0033309 ,0.0255135, -0.047696, 291.977
138, 0.00351906 ,0.0254409, -0.0473628, 288.67
139, 0.00364153 ,0.0253035, -0.0469654, 285.878
140, 0.00360259 ,0.0250971, -0.0465916, 282.812
141, 0.0035597 ,0.0252613, -0.0469628, 280.345
142, 0.00340927 ,0.0255978, -0.0477863, 283.04
143, 0.00339398 ,0.0258112, -0.0482285, 288.996
144, 0.00364448 ,0.0258615, -0.0480786, 292.354
145, 0.00386343 ,0.0257244, -0.0475854, 291.219
146, 0.00381224 ,0.0256105, -0.0474089, 287.836
147, 0.00369783 ,0.0255576, -0.0474173, 286.263
148, 0.00354348 ,0.0255441, -0.0475448, 286.379
149, 0.00364418 ,0.0255669, -0.0474897, 287.152
150, 0.00382732 ,0.025604, -0.0473807, 286.864
151, 0.00384903 ,0.0255388, -0.0472286, 286.023
152, 0.00379496 ,0.025464, -0.0471331, 284.904
153, 0.00370308 ,0.0255849, -0.0474667, 284.414
154, 0.00344281 ,0.0257804, -0.048118, 286.985
155, 0.00346872 ,0.0258811, -0.0482934, 291.567
156, 0.00357077 ,0.0257124, -0.047854, 292.875
157, 0.00376839 ,0.0254231, -0.0470777, 289.572
158, 0.00396183 ,0.025235, -0.0465082, 283.78
159, 0.00382998 ,0.0252263, -0.0466226, 279.658
160, 0.00382073 ,0.0253401, -0.0468595, 280.238
161, 0.00398112 ,0.0253012, -0.0466214, 281.767
162, 0.00427853 ,0.0251494, -0.0460202, 279.905
163, 0.00437675 ,0.0251039, -0.0458311, 275.652
164, 0.00419641 ,0.0251772, -0.046158, 274.219
165, 0.00409894 ,0.0253429, -0.0465868, 276.508
166, 0.00386654 ,0.0254849, -0.0471032, 279.875
167, 0.00367533 ,0.0256465, -0.0476176, 283.914
168, 0.00371776 ,0.0257345, -0.0477513, 287.654
169, 0.00369231 ,0.0257383, -0.0477843, 288.948
170, 0.00368805 ,0.0257181, -0.0477481, 289.18
171, 0.00390209 ,0.0257435, -0.047585, 288.943
172, 0.00416316 ,0.0255285, -0.0468939, 287.369
173, 0.00413913 ,0.0253864, -0.0466336, 282.353
174, 0.00382136 ,0.0255895, -0.0473577, 280.757
175, 0.00365424 ,0.0257733, -0.0478923, 285.772
176, 0.00361273 ,0.0258706, -0.0481286, 289.938
177, 0.00366836 ,0.0258977, -0.048127, 291.786
178, 0.00352686 ,0.0258398, -0.0481526, 291.967
179, 0.00356126 ,0.0257266, -0.047892, 291.927
180, 0.00378567 ,0.0255904, -0.0473951, 289.97
181, 0.00393004 ,0.0254676, -0.0470051, 286.254
182, 0.00388441 ,0.0255293, -0.0471741, 283.498
183, 0.00387735 ,0.0256317, -0.0473861, 284.5
184, 0.00401518 ,0.0255163, -0.0470174, 285.778
185, 0.00411243 ,0.0253204, -0.0465284, 283.128
186, 0.00387551 ,0.0253079, -0.0467404, 279.789
187, 0.0034693 ,0.0254205, -0.0473717, 281.248
188, 0.00333853 ,0.0255941, -0.0478498, 285.885
189, 0.00338525 ,0.0257792, -0.0481732, 289.681
190, 0.00342373 ,0.0258348, -0.0482458, 292.155
191, 0.00348412 ,0.0257076, -0.047931, 292.634
192, 0.00352213 ,0.0254594, -0.0473967, 290.279
193, 0.003758 ,0.0252971, -0.0468362, 286.205
194, 0.00404293 ,0.025299, -0.046555, 281.96
195, 0.00414794 ,0.0254875, -0.046827, 279.881
196, 0.00390846 ,0.0256805, -0.0474526, 281.88
197, 0.00356369 ,0.0257373, -0.047911, 286.436
198, 0.00325134 ,0.0257863, -0.0483213, 290.142
199, 0.00315729 ,0.0258772, -0.0485971, 293.297
200, 0.00322435 ,0.0259093, -0.0485942, 295.392
201, 0.00344022 ,0.0258564, -0.0482725, 295.388
202, 0.00367729 ,0.0256927, -0.0477081, 292.777
203, 0.00369362 ,0.0256915, -0.0476895, 288.955
204, 0.00377674 ,0.0258292, -0.0478816, 288.611
205, 0.00381449 ,0.0258842, -0.0479539, 289.944
206, 0.00383371 ,0.0259799, -0.0481262, 290.64
207, 0.0037146 ,0.0261285, -0.0485425, 292.1
208, 0.0035811 ,0.0261128, -0.0486444, 295
209, 0.00350396 ,0.0259041, -0.0483042, 295.72
210, 0.00338351 ,0.0256894, -0.0479953, 293.344
211, 0.00343723 ,0.0256129, -0.0477886, 290.943
212, 0.0035971 ,0.0255609, -0.0475246, 289.176
213, 0.00364204 ,0.0255206, -0.0473992, 287.273
214, 0.0035828 ,0.0254988, -0.0474148, 286.277
215, 0.00362096 ,0.0255826, -0.0475443, 286.463
216, 0.00364683 ,0.0255596, -0.0474724, 287.312
217, 0.00375568 ,0.0254052, -0.0470546, 286.691
218, 0.00391662 ,0.0251062, -0.0462958, 283.439
219, 0.0039911 ,0.0247556, -0.04552, 277.635
220, 0.00383132 ,0.0247981, -0.0457648, 272.078
221, 0.00360795 ,0.0252896, -0.0469712, 274.028
222, 0.00342929 ,0.0256164, -0.0478034, 282.698
223, 0.00331326 ,0.025673, -0.0480327, 289.209
224, 0.00362141 ,0.0256444, -0.0476674, 290.976
225, 0.00400928 ,0.0256357, -0.0472621, 288.445
226, 0.00413078 ,0.0256679, -0.047205, 285.477
227, 0.00397357 ,0.0257178, -0.047462, 284.969
228, 0.00368896 ,0.0257629, -0.0478368, 286.908
229, 0.00348074 ,0.025677, -0.0478732, 289.548
230, 0.0035103 ,0.0255236, -0.0475368, 289.863
231, 0.0038244 ,0.0253358, -0.0468472, 287.242
232, 0.0041417 ,0.0250529, -0.0459642, 281.901
233, 0.00435997 ,0.0248984, -0.0454369, 275.307
234, 0.00438205 ,0.0249772, -0.0455723, 271.323
235, 0.00415287 ,0.025258, -0.0463631, 272.382
236, 0.00381956 ,0.0256259, -0.0474322, 278.346
237, 0.00362399 ,0.0259252, -0.0482263, 286.356
238, 0.00362378 ,0.0261566, -0.0486894, 292.554
239, 0.0036339 ,0.0261781, -0.0487223, 296.095
240, 0.0038019 ,0.0260531, -0.0483042, 296.328
241, 0.00396675 ,0.0258265, -0.0476863, 293.2
242, 0.00411762 ,0.0256264, -0.0471353, 288.576
243, 0.00406138 ,0.025428, -0.0467947, 284.404
244, 0.00394298 ,0.0251696, -0.0463962, 281.605
245, 0.00424698 ,0.0250637, -0.0458804, 278.397
246, 0.00452712 ,0.0251537, -0.0457802, 274.708
247, 0.00455509 ,0.025379, -0.0462029, 273.94
248, 0.00435711 ,0.0255863, -0.0468154, 277.075
249, 0.0041975 ,0.0256922, -0.0471868, 281.522
250, 0.00392716 ,0.0258105, -0.0476939, 284.747
251, 0.00363092 ,0.0257622, -0.0478935, 288.392
252, 0.00353328 ,0.0255729, -0.0476125, 289.836
253, 0.00347187 ,0.0255735, -0.0476752, 288.143
254, 0.00324846 ,0.0257944, -0.0483403, 288.788
255, 0.00304952 ,0.0259294, -0.0488092, 293.443
256, 0.00284634 ,0.0258823, -0.0489183, 297.056
257, 0.00279942 ,0.0258682, -0.048937, 298.099
258, 0.0029153 ,0.0258536, -0.0487918, 298.146
259, 0.00309683 ,0.0258903, -0.0486837, 297.2
260, 0.00347196 ,0.0258653, -0.0482586, 296.113
261, 0.004041 ,0.02573, -0.047419, 292.658
262, 0.00419564 ,0.0256982, -0.0472008, 286.678
263, 0.00398899 ,0.0258078, -0.0476265, 284.987
264, 0.00388819 ,0.0257779, -0.0476676, 287.776
265, 0.00400289 ,0.0256293, -0.0472557, 288.15
266, 0.00409708 ,0.0255434, -0.0469898, 285.273
267, 0.00390969 ,0.0256204, -0.0473311, 283.386
268, 0.00363351 ,0.0259276, -0.0482218, 285.964
269, 0.00335097 ,0.0263145, -0.0492781, 292.745
270, 0.00334759 ,0.0265859, -0.0498243, 300.595
271, 0.00351334 ,0.0266631, -0.0498129, 304.846
272, 0.00367156 ,0.0266056, -0.0495396, 305.01
273, 0.00382603 ,0.0263042, -0.0487824, 302.62
274, 0.00381312 ,0.0260048, -0.0481965, 297.171
275, 0.00385546 ,0.0259277, -0.048, 292.692
276, 0.00400497 ,0.0259251, -0.0478453, 290.953
277, 0.00406976 ,0.0258612, -0.0476527, 289.765
278, 0.00398066 ,0.0257409, -0.0475012, 288.274
279, 0.00383964 ,0.0257552, -0.0476708, 287.263
280, 0.00378294 ,0.0259001, -0.0480173, 288.474
281, 0.0038051 ,0.0260651, -0.048325, 291.046
282, 0.00374175 ,0.0260471, -0.0483525, 293.241
283, 0.00365221 ,0.0259901, -0.0483279, 293.633
284, 0.00364672 ,0.0260797, -0.0485127, 293.617
285, 0.00370473 ,0.0261554, -0.0486061, 294.852
286, 0.00386888 ,0.0261465, -0.0484241, 295.501
287, 0.00410761 ,0.0260803, -0.048053, 294.143
288, 0.00420921 ,0.0259129, -0.0476166, 291.36
289, 0.0042958 ,0.0256727, -0.0470496, 287.851
290, 0.004088 ,0.0256154, -0.0471429, 283.937
291, 0.0036661 ,0.0257883, -0.0479106, 284.694
292, 0.00347248 ,0.0257857, -0.0480989, 289.936
293, 0.00363962 ,0.0254946, -0.0473496, 291.11
294, 0.00394015 ,0.0251224, -0.0463046, 285.566
295, 0.00390499 ,0.0249368, -0.0459685, 278.189
296, 0.00384427 ,0.0247932, -0.0457422, 274.989
297, 0.00376833 ,0.0247979, -0.0458274, 273.476
298, 0.00345575 ,0.025082, -0.0467082, 274.44
299, 0.0031683 ,0.025512, -0.0478556, 281.035
300, 0.00312195 ,0.0256899, -0.0482578, 289.434
301, 0.00325307 ,0.0254867, -0.0477202, 292.453
302, 0.00339387 ,0.0252347, -0.0470755, 288.758
303, 0.00351189 ,0.0251416, -0.0467713, 283.9
304, 0.00362876 ,0.0253396, -0.0470505, 281.723
305, 0.00374829 ,0.0254461, -0.0471439, 283.354
306, 0.00374959 ,0.0254189, -0.0470881, 284.19
307, 0.00360978 ,0.0255254, -0.0474411, 284.044
308, 0.00348944 ,0.0257659, -0.0480424, 286.721
309, 0.00345931 ,0.0258292, -0.0481992, 290.968
310, 0.0035382 ,0.0258059, -0.0480736, 292.347
311, 0.00361835 ,0.0258332, -0.048048, 291.539
312, 0.0033938 ,0.025814, -0.0482342, 291.421
313, 0.00314112 ,0.0256867, -0.0482322, 292.606
314, 0.00322665 ,0.0256127, -0.0479987, 292.606
315, 0.00324213 ,0.02558, -0.0479178, 291.052
316, 0.00336358 ,0.025713, -0.0480623, 290.435
317, 0.00352591 ,0.0258944, -0.0482629, 291.461
318, 0.00368156 ,0.0259832, -0.0482848, 292.862
319, 0.00377038 ,0.025894, -0.0480176, 292.982
320, 0.00383439 ,0.0257587, -0.0476829, 290.964
321, 0.00360556 ,0.0255269, -0.0474482, 288.507
322, 0.00346979 ,0.0253217, -0.0471735, 286.592
323, 0.00338365 ,0.0253009, -0.0472182, 284.74
324, 0.00340914 ,0.0253885, -0.0473678, 284.923
325, 0.00338281 ,0.0255453, -0.0477079, 286.216
326, 0.003266 ,0.0257349, -0.0482037, 288.879
327, 0.00323596 ,0.0258384, -0.0484409, 292.508
328, 0.0033865 ,0.0257475, -0.0481085, 294.199
329, 0.00364634 ,0.0254075, -0.0471686, 291.598
330, 0.00410675 ,0.0249951, -0.0458835, 284.342
331, 0.00419843 ,0.0248521, -0.0455058, 274.943
332, 0.00378021 ,0.0251128, -0.0464454, 272.309
333, 0.00353184 ,0.0252076, -0.0468834, 278.518
334, 0.00378829 ,0.0250972, -0.046406, 281.687
335, 0.00406269 ,0.025119, -0.0461752, 278.771
336, 0.00417992 ,0.0252134, -0.0462469, 276.873
337, 0.00399865 ,0.0252336, -0.0464685, 277.46
338, 0.00406549 ,0.0253147, -0.046564, 278.983
339, 0.00424262 ,0.02554, -0.0468373, 279.987
340, 0.00412047 ,0.0255645, -0.0470086, 281.937
341, 0.00413559 ,0.0254441, -0.0467526, 283.097
342, 0.00417432 ,0.0252393, -0.0463044, 281.23
343, 0.00417404 ,0.0251466, -0.0461191, 277.972
344, 0.004264 ,0.025297, -0.04633, 276.571
345, 0.00431092 ,0.0254944, -0.0466778, 278.058
346, 0.00419418 ,0.0256514, -0.0471087, 280.742
347, 0.00398316 ,0.0258001, -0.0476171, 284.139
348, 0.00400688 ,0.0258775, -0.0477481, 287.836
349, 0.00400613 ,0.0257579, -0.0475096, 288.836
350, 0.00403286 ,0.0255631, -0.0470934, 287.047
351, 0.00404577 ,0.025395, -0.0467442, 283.898
352, 0.00411447 ,0.0253472, -0.04658, 281.251
353, 0.00419477 ,0.0252572, -0.0463195, 279.875
354, 0.00421184 ,0.0251227, -0.0460337, 277.849
355, 0.00402513 ,0.0252337, -0.0464423, 276.139
356, 0.00382596 ,0.0255111, -0.0471963, 279.095
357, 0.00381165 ,0.0256183, -0.047425, 284.537
358, 0.00408634 ,0.0255028, -0.0469193, 286.219
359, 0.00432161 ,0.025232, -0.0461424, 282.51
360, 0.00439172 ,0.0250094, -0.045627, 276.603
361, 0.00429442 ,0.0249402, -0.0455859, 272.742
362, 0.00433159 ,0.024908, -0.0454843, 272.053
363, 0.00449599 ,0.0249592, -0.0454223, 271.35
364, 0.00443398 ,0.0251799, -0.0459258, 271.206
365, 0.00415087 ,0.0253667, -0.0465826, 274.846
366, 0.00391688 ,0.0253394, -0.0467618, 279.651
367, 0.00388757 ,0.0252197, -0.0465518, 281.172
368, 0.00395874 ,0.0250031, -0.0460474, 279.518
369, 0.00407804 ,0.0249494, -0.0458208, 275.879
370, 0.00389544 ,0.0250849, -0.0462744, 274.364
371, 0.00385572 ,0.02521, -0.0465644, 277.382
372, 0.00410122 ,0.0251987, -0.0462961, 279.37
373, 0.00398863 ,0.0252925, -0.0465964, 277.985
374, 0.00381762 ,0.0254333, -0.047049, 279.907
375, 0.00386663 ,0.0256958, -0.047525, 283.423
376, 0.00386371 ,0.0260125, -0.0481612, 287.233
377, 0.00363616 ,0.0261533, -0.0486704, 292.118
378, 0.00353625 ,0.0260994, -0.0486626, 295.911
379, 0.00370123 ,0.025842, -0.0479828, 295.748
380, 0.00375529 ,0.0257073, -0.0476592, 291.082
381, 0.00373707 ,0.0258801, -0.0480232, 288.74
382, 0.00369177 ,0.0259569, -0.0482221, 290.985
383, 0.00370025 ,0.0259871, -0.0482739, 292.525
384, 0.00371727 ,0.0262093, -0.0487013, 293.283
385, 0.00372902 ,0.0264256, -0.0491221, 296.407
386, 0.00377367 ,0.0263559, -0.0489381, 299.369
387, 0.00372396 ,0.025994, -0.048264, 298.05
388, 0.00375587 ,0.025666, -0.0475762, 293.035
389, 0.00393608 ,0.0257036, -0.0474711, 287.95
390, 0.00382271 ,0.0259892, -0.0481557, 287.324
391, 0.00367534 ,0.0260688, -0.0484623, 291.889
392, 0.00365361 ,0.0259338, -0.048214, 294.252
393, 0.00376092 ,0.0257427, -0.0477245, 292.519
394, 0.00385618 ,0.0254195, -0.0469827, 288.652
395, 0.00386941 ,0.0251577, -0.0464459, 283.115
396, 0.00377695 ,0.0251461, -0.0465153, 279.183
397, 0.00366469 ,0.0251406, -0.0466165, 279.337
398, 0.00371578 ,0.0251321, -0.0465484, 280.002
399, 0.00387297 ,0.0253864, -0.0468999, 279.925
400, 0.00371601 ,0.0255064, -0.0472968, 282.361
401, 0.00347835 ,0.0255118, -0.0475452, 285.372
402, 0.00325621 ,0.0255957, -0.0479351, 287.457
403, 0.00308749 ,0.0258121, -0.0485368, 290.562
404, 0.00311768 ,0.0259141, -0.0487106, 294.88
405, 0.00340814 ,0.0257843, -0.0481605, 296.081
406, 0.0037025 ,0.0256038, -0.0475052, 292.114
407, 0.00371644 ,0.0255539, -0.0473913, 287.398
408, 0.00368335 ,0.025561, -0.0474387, 286.21
409, 0.00371381 ,0.0255473, -0.0473807, 286.475
410, 0.00363852 ,0.0254757, -0.0473129, 286.187
411, 0.00353759 ,0.0253444, -0.0471513, 285.616
412, 0.00385408 ,0.0252329, -0.0466117, 284.217
413, 0.0042317 ,0.0249342, -0.0456367, 279.806
414, 0.00436972 ,0.0249744, -0.045579, 272.985
415, 0.00425194 ,0.0252063, -0.0461608, 272.342
416, 0.00429622 ,0.0250973, -0.0458983, 275.978
417, 0.00452248 ,0.0250799, -0.0456373, 274.58
418, 0.00452647 ,0.0252427, -0.045959, 272.853
419, 0.0042932 ,0.0252275, -0.0461618, 274.956
420, 0.00430108 ,0.0250707, -0.0458403, 276.294
421, 0.00452443 ,0.0250534, -0.0455823, 274.121
422, 0.0046509 ,0.0252055, -0.0457601, 272.32
423, 0.00440691 ,0.0253929, -0.046379, 273.694
424, 0.00397143 ,0.0256456, -0.0473197, 278.544
425, 0.00382634 ,0.0257879, -0.0477495, 285.392
426, 0.00402208 ,0.0257301, -0.0474381, 288.611
427, 0.00418782 ,0.0255093, -0.0468309, 286.429
428, 0.00450199 ,0.0251045, -0.0457071, 281.397
429, 0.00441476 ,0.0247734, -0.045132, 273.238
430, 0.00412432 ,0.0248984, -0.0456725, 269.105
431, 0.00389292 ,0.0249982, -0.0461034, 272.573
432, 0.00376796 ,0.0251194, -0.0464708, 276.063
433, 0.00351472 ,0.025336, -0.0471572, 279.228
434, 0.00343748 ,0.0254973, -0.0475571, 284.222
435, 0.00362799 ,0.0254547, -0.0472815, 287.122
436, 0.00382973 ,0.0253954, -0.0469612, 285.314
437, 0.00386653 ,0.025515, -0.0471634, 283.179
438, 0.00373561 ,0.0255182, -0.0473009, 284.347
439, 0.00368899 ,0.0254942, -0.0472994, 285.453
440, 0.0036371 ,0.0255091, -0.0473812, 285.583
441, 0.00367216 ,0.0255843, -0.0474965, 286.191
442, 0.00371989 ,0.0256329, -0.0475458, 287.059
443, 0.00385072 ,0.0256199, -0.0473891, 287.329
444, 0.00395036 ,0.0255839, -0.0472175, 286.219
445, 0.003933 ,0.0255346, -0.0471362, 284.863
446, 0.00383025 ,0.0255775, -0.0473248, 284.395
447, 0.00380328 ,0.0256693, -0.0475354, 285.717
448, 0.00391889 ,0.0255837, -0.0472484, 287.042
449, 0.00405783 ,0.0252398, -0.0464218, 284.694
450, 0.00406311 ,0.0250385, -0.0460139, 278.749
451, 0.00375353 ,0.0251495, -0.0465455, 275.88
452, 0.00347741 ,0.0253348, -0.0471922, 279.523
453, 0.00347272 ,0.0255044, -0.0475361, 284.477
454, 0.00367111 ,0.0255106, -0.04735, 287.073
455, 0.00391565 ,0.0252743, -0.046633, 285.585
456, 0.00407089 ,0.0250926, -0.0461144, 280.411
457, 0.00397158 ,0.0251409, -0.0463103, 276.576
458, 0.00378832 ,0.0253566, -0.0469249, 278.03
459, 0.00388421 ,0.025394, -0.0469037, 282.158
460, 0.00423995 ,0.025437, -0.0466341, 282.336
461, 0.00444744 ,0.0255035, -0.0465596, 280.439
462, 0.00427003 ,0.0255504, -0.0468308, 279.931
463, 0.00398087 ,0.0256594, -0.0473378, 282.068
464, 0.00394986 ,0.0255441, -0.0471384, 285.417
465, 0.00411751 ,0.0252202, -0.0463229, 283.953
466, 0.00433832 ,0.0251055, -0.0458726, 278.112
467, 0.00449487 ,0.0251033, -0.0457118, 274.514
468, 0.00457445 ,0.0251404, -0.0457063, 273.107
469, 0.00409977 ,0.0254036, -0.0467075, 273.677
470, 0.00363995 ,0.0255821, -0.0475243, 280.594
471, 0.00347197 ,0.0255789, -0.0476857, 286.84
472, 0.0034774 ,0.0255091, -0.0475407, 288.296
473, 0.00362201 ,0.0255463, -0.0474706, 287.413
474, 0.00355499 ,0.025485, -0.0474149, 286.847
475, 0.00340011 ,0.0253032, -0.0472064, 286.335
476, 0.00344658 ,0.0251329, -0.0468192, 284.714
477, 0.00366876 ,0.0250839, -0.0464991, 281.796
478, 0.00379124 ,0.0251779, -0.0465646, 279.506
479, 0.00384702 ,0.0252514, -0.0466558, 279.764
480, 0.0039368 ,0.0252979, -0.046659, 280.371
481, 0.00385342 ,0.0254537, -0.0470539, 280.719
482, 0.00380322 ,0.0256524, -0.0475015, 283.57
