Step, TotalE, KinE(ev/atom), PotE(ev/at), Temp(K)
483, 0.00384685 ,0.0257296, -0.0476124, 286.781
484, 0.00368323 ,0.0259148, -0.0481464, 288.162
485, 0.00357995 ,0.0261832, -0.0487865, 292.089
486, 0.00348495 ,0.0262225, -0.0489601, 296.746
487, 0.00352566 ,0.0260084, -0.0484912, 297.975
488, 0.00381349 ,0.0257559, -0.0476983, 294.535
489, 0.00395686 ,0.0256007, -0.0472445, 288.687
490, 0.00378568 ,0.0255477, -0.0473097, 285.24
491, 0.00351388 ,0.0254301, -0.0473463, 285.439
492, 0.00359747 ,0.0252615, -0.0469256, 285.54
493, 0.00406744 ,0.0252105, -0.0463536, 282.348
494, 0.00416996 ,0.0253638, -0.0465576, 278.463
495, 0.00381615 ,0.0255792, -0.0473422, 279.893
496, 0.00356461 ,0.0257611, -0.0479576, 285.639
497, 0.00350089 ,0.0258289, -0.0481569, 290.31
498, 0.00349297 ,0.0257458, -0.0479985, 291.925
499, 0.00364364 ,0.0255929, -0.0475421, 290.708
500, 0.00372882 ,0.0255031, -0.0472775, 287.483
501, 0.00371558 ,0.0254598, -0.047204, 285.355
502, 0.00389439 ,0.0253958, -0.0468973, 284.502
503, 0.00401199 ,0.0252429, -0.0464738, 282.204
504, 0.00382285 ,0.025188, -0.046553, 279.209
505, 0.00361795 ,0.0254244, -0.0472309, 279.9
506, 0.00353631 ,0.0256733, -0.0478103, 284.803
507, 0.00362307 ,0.0258321, -0.0480412, 289.223
508, 0.00366187 ,0.0259035, -0.0481451, 291.225
509, 0.00375969 ,0.0258309, -0.0479022, 291.872
510, 0.00395376 ,0.0256743, -0.0473947, 290.034
511, 0.0041352 ,0.0255535, -0.0469718, 286.251
512, 0.0043455 ,0.0255438, -0.0467421, 282.969
513, 0.00440589 ,0.0255854, -0.0467648, 281.168
514, 0.00445814 ,0.0256746, -0.0468911, 281.238
515, 0.0042994 ,0.0256811, -0.0470627, 282.131
516, 0.00423581 ,0.0257513, -0.0472667, 283.468
517, 0.00429593 ,0.0258446, -0.0473933, 285.011
518, 0.00402588 ,0.0258027, -0.0475795, 286.068
519, 0.00380355 ,0.0258053, -0.047807, 287.542
520, 0.00384596 ,0.0257463, -0.0476467, 289.059
521, 0.00415432 ,0.0257256, -0.0472968, 287.91
522, 0.00418175 ,0.0258599, -0.047538, 285.708
523, 0.00394482 ,0.0260309, -0.048117, 287.414
524, 0.00375935 ,0.0259521, -0.0481449, 291.505
525, 0.00400333 ,0.0255002, -0.0469971, 291.263
526, 0.00427755 ,0.0250608, -0.0458441, 283.051
527, 0.00418273 ,0.0248556, -0.0455284, 274.454
528, 0.00413841 ,0.0250231, -0.0459077, 271.908
529, 0.00411659 ,0.0254838, -0.0468511, 274.797
530, 0.00396582 ,0.0258657, -0.0477656, 281.867
531, 0.00388361 ,0.0258579, -0.0478322, 288.554
532, 0.00377125 ,0.0256285, -0.0474857, 289.406
533, 0.00375613 ,0.0253932, -0.0470302, 286.781
534, 0.00376114 ,0.0252888, -0.0468165, 283.517
535, 0.00378329 ,0.0250705, -0.0463577, 281.462
536, 0.00396557 ,0.0249636, -0.0459617, 278.147
537, 0.00395554 ,0.025106, -0.0462564, 275.48
538, 0.00390304 ,0.0253301, -0.0467571, 277.449
539, 0.00393033 ,0.0254108, -0.0468913, 281.106
540, 0.00418646 ,0.0253422, -0.0464979, 282.081
541, 0.00434237 ,0.0252137, -0.0460851, 279.325
542, 0.00439153 ,0.0253739, -0.0463563, 276.474
543, 0.00425979 ,0.0258283, -0.0473969, 278.657
544, 0.00403482 ,0.026129, -0.0482232, 286.172
545, 0.00394802 ,0.0261883, -0.0484285, 292.382
546, 0.00385742 ,0.0262033, -0.0485493, 294.346
547, 0.00376816 ,0.0261966, -0.0486251, 295.278
548, 0.00383439 ,0.0261303, -0.0484261, 295.686
549, 0.00399832 ,0.0259503, -0.0479024, 294.152
550, 0.00420448 ,0.025591, -0.0469775, 289.93
551, 0.00429008 ,0.0252816, -0.0462732, 283.109
552, 0.00431471 ,0.0252687, -0.0462227, 277.772
553, 0.00412906 ,0.0254811, -0.0468331, 277.458
554, 0.00398179 ,0.0256153, -0.0472488, 281.721
555, 0.00394854 ,0.0255683, -0.0471881, 284.902
556, 0.00408562 ,0.0254267, -0.0467678, 284.503
557, 0.00428641 ,0.0253303, -0.0463742, 281.335
558, 0.00422631 ,0.0255093, -0.0467922, 278.768
559, 0.00391145 ,0.025758, -0.0476046, 281.715
560, 0.00359044 ,0.0259376, -0.0482848, 287.787
561, 0.00344146 ,0.0260403, -0.0486392, 293.002
562, 0.0034359 ,0.0260149, -0.048594, 295.677
563, 0.00348772 ,0.0258704, -0.0482532, 295.36
564, 0.00353946 ,0.0256878, -0.0478361, 292.825
565, 0.00371821 ,0.025615, -0.0475117, 289.676
566, 0.00379424 ,0.0255264, -0.0472586, 287.123
567, 0.00370599 ,0.0254536, -0.0472012, 285.246
568, 0.00354146 ,0.0254192, -0.0472969, 284.777
569, 0.00345021 ,0.0255112, -0.0475723, 285.513
570, 0.00339221 ,0.0257021, -0.0480119, 287.712
571, 0.00355764 ,0.0257713, -0.0479849, 290.708
572, 0.00377953 ,0.0256986, -0.0476178, 290.622
573, 0.0038712 ,0.0257217, -0.0475722, 288.088
574, 0.00365071 ,0.0259478, -0.0482449, 287.989
575, 0.00351053 ,0.0260778, -0.048645, 292.668
576, 0.00388535 ,0.0258765, -0.0478676, 295.29
577, 0.00436781 ,0.025409, -0.0464501, 289.514
578, 0.00453148 ,0.0251549, -0.0457784, 279.245
579, 0.00414358 ,0.0251928, -0.0462419, 274.221
580, 0.00353379 ,0.0253421, -0.0471504, 277.408
581, 0.00298095 ,0.0255463, -0.0481116, 284.371
582, 0.00290234 ,0.0256795, -0.0484567, 291.515
583, 0.00318 ,0.0255478, -0.0479156, 294.059
584, 0.00357366 ,0.025436, -0.0472984, 290.268
585, 0.00380256 ,0.0254677, -0.0471328, 285.762
586, 0.00402885 ,0.0254166, -0.0468043, 284.055
587, 0.00403786 ,0.0252794, -0.0465209, 281.665
588, 0.0037869 ,0.0251849, -0.0465829, 279.647
589, 0.00372815 ,0.0252116, -0.046695, 279.967
590, 0.00372169 ,0.025264, -0.0468063, 280.853
591, 0.00385166 ,0.0253659, -0.0468801, 281.654
592, 0.00370964 ,0.025442, -0.0471744, 282.365
593, 0.00329167 ,0.0255313, -0.0477709, 284.705
594, 0.00302146 ,0.0256174, -0.0482134, 289.022
595, 0.00267493 ,0.0256149, -0.0485548, 292.552
596, 0.00218323 ,0.0255915, -0.0489998, 295.334
597, 0.00211179 ,0.0256674, -0.049223, 298.635
598, 0.00266156 ,0.0257988, -0.048936, 300.202
599, 0.00320406 ,0.0259322, -0.0486604, 298.365
600, 0.00349317 ,0.025848, -0.0482028, 295.983
601, 0.00362831 ,0.025671, -0.0477137, 292.519
602, 0.0035733 ,0.0255308, -0.0474883, 288.879
603, 0.00339729 ,0.0253209, -0.0472445, 286.919
604, 0.00357203 ,0.0250405, -0.0465089, 284.673
605, 0.00390796 ,0.0247969, -0.0456859, 279.165
606, 0.00401782 ,0.0248252, -0.0456325, 273.152
607, 0.00368786 ,0.0252149, -0.046742, 273.009
608, 0.0034417 ,0.025585, -0.0477283, 280.867
609, 0.00346995 ,0.0257722, -0.0480744, 288.368
610, 0.00347508 ,0.0258594, -0.0482437, 291.46
611, 0.00351877 ,0.0257475, -0.0479762, 292.587
612, 0.00378857 ,0.0256116, -0.0474346, 290.637
613, 0.00401045 ,0.0254596, -0.0469088, 286.553
614, 0.00399951 ,0.0252972, -0.0465949, 282.527
615, 0.00389848 ,0.0252643, -0.0466302, 280.124
616, 0.00390862 ,0.0254001, -0.0468917, 280.323
617, 0.00395573 ,0.025483, -0.0470103, 282.065
618, 0.00386379 ,0.0255919, -0.0473199, 283.292
619, 0.00367545 ,0.0255703, -0.0474651, 285.48
620, 0.00370158 ,0.0255279, -0.0473542, 286.632
621, 0.00373233 ,0.0255296, -0.0473268, 286.034
622, 0.0036495 ,0.0254961, -0.0473426, 285.763
623, 0.00354022 ,0.0255291, -0.047518, 285.968
624, 0.00351673 ,0.0255366, -0.0475565, 287.123
625, 0.00351453 ,0.0254281, -0.0473416, 287.384
626, 0.00354503 ,0.0252143, -0.0468836, 285.691
627, 0.00360361 ,0.0250799, -0.0465562, 282.329
628, 0.00357727 ,0.0250488, -0.0465204, 279.821
629, 0.00360542 ,0.0250975, -0.0465895, 279.467
630, 0.00365943 ,0.0250293, -0.0463991, 279.755
631, 0.00370455 ,0.0249643, -0.0462241, 278.432
632, 0.0035379 ,0.0250315, -0.0465251, 277.283
633, 0.00359033 ,0.0253726, -0.0471548, 279.586
634, 0.00347597 ,0.0256365, -0.0477969, 284.34
635, 0.0032979 ,0.0258111, -0.0483243, 289.294
636, 0.0032381 ,0.0259133, -0.0485886, 293.348
637, 0.00339194 ,0.0258945, -0.048397, 295.317
638, 0.00350237 ,0.0256188, -0.0477352, 293.781
639, 0.0035155 ,0.0253773, -0.0472392, 289.044
640, 0.00350657 ,0.0251984, -0.0468902, 285.097
641, 0.00375804 ,0.0250685, -0.046379, 282.213
642, 0.0040242 ,0.0249543, -0.0458844, 278.355
643, 0.00416347 ,0.0250104, -0.0458572, 274.765
644, 0.00395306 ,0.0251199, -0.0462867, 274.519
645, 0.00364134 ,0.0252434, -0.0468454, 277.632
646, 0.00339864 ,0.0254441, -0.0474896, 282.008
647, 0.00325024 ,0.025495, -0.0477397, 286.731
648, 0.00331534 ,0.0253496, -0.0473838, 288.567
649, 0.00346678 ,0.025207, -0.0469472, 286.058
650, 0.00358072 ,0.025294, -0.0470072, 282.959
651, 0.00358351 ,0.0254856, -0.0473876, 283.347
652, 0.00362717 ,0.0254851, -0.047343, 285.83
653, 0.00368325 ,0.025467, -0.0472508, 285.797
654, 0.00370458 ,0.0254786, -0.0472527, 285.127
655, 0.00386262 ,0.0255033, -0.0471439, 284.993
656, 0.00390444 ,0.0255355, -0.0471665, 284.356
657, 0.0039529 ,0.0255095, -0.0470661, 284.336
658, 0.00402024 ,0.025308, -0.0465957, 283.457
659, 0.0042902 ,0.0251038, -0.0459174, 279.877
660, 0.00429435 ,0.025067, -0.0458396, 275.08
661, 0.00401524 ,0.0253007, -0.0465861, 274.552
662, 0.00370967 ,0.0255844, -0.0474591, 279.981
663, 0.00358159 ,0.0257446, -0.0479076, 286.606
664, 0.00379457 ,0.0256856, -0.0475766, 289.874
665, 0.0040131 ,0.0253988, -0.0467845, 287.447
666, 0.00414408 ,0.0252399, -0.0463356, 281.726
667, 0.00416418 ,0.0252945, -0.0464248, 278.313
668, 0.00414031 ,0.025412, -0.0466837, 278.783
669, 0.00409351 ,0.0255093, -0.0469251, 280.686
670, 0.0041943 ,0.0255492, -0.0469041, 282.368
671, 0.00426539 ,0.0255847, -0.0469039, 282.192
672, 0.00382589 ,0.0257253, -0.0476246, 282.775
673, 0.0036121 ,0.0257656, -0.047919, 287.645
674, 0.0038047 ,0.0256941, -0.0475835, 289.932
675, 0.00415329 ,0.0256205, -0.0470877, 287.618
676, 0.00441757 ,0.0255919, -0.0467662, 283.925
677, 0.00452873 ,0.0256146, -0.0467004, 281.482
678, 0.00441169 ,0.0254961, -0.0465804, 280.799
679, 0.00429329 ,0.025204, -0.0461146, 279.602
680, 0.00419658 ,0.0251459, -0.0460953, 276.495
681, 0.0040847 ,0.0252994, -0.0465141, 276.233
682, 0.0039384 ,0.0255948, -0.0472511, 279.479
683, 0.00359406 ,0.0258881, -0.0481822, 285.202
684, 0.00347613 ,0.0259991, -0.0485221, 291.992
685, 0.00353513 ,0.0257746, -0.0480141, 294.495
686, 0.00375953 ,0.0255893, -0.0474191, 290.984
687, 0.00401828 ,0.0256582, -0.0472982, 286.654
688, 0.00394348 ,0.0257003, -0.047457, 285.595
689, 0.00371082 ,0.0256995, -0.0476882, 286.719
690, 0.00347074 ,0.0257174, -0.047964, 288.512
691, 0.00335624 ,0.0257571, -0.048158, 290.623
692, 0.00346338 ,0.025759, -0.0480546, 292.024
693, 0.00356271 ,0.0256302, -0.0476977, 291.258
694, 0.00364342 ,0.0255138, -0.0473841, 288.63
695, 0.00364955 ,0.0255551, -0.0474606, 286.298
696, 0.00351042 ,0.025789, -0.0480676, 287.012
697, 0.00358141 ,0.0260368, -0.0484922, 291.31
698, 0.00372273 ,0.0260462, -0.0483698, 294.415
699, 0.00392227 ,0.0259013, -0.0478802, 293.594
700, 0.00401301 ,0.0256884, -0.0473638, 289.889
701, 0.00383834 ,0.0254859, -0.0471335, 286.145
702, 0.00379333 ,0.0252858, -0.0467782, 283.942
703, 0.00368997 ,0.0253657, -0.0470414, 281.801
704, 0.00383964 ,0.0254048, -0.04697, 283.203
705, 0.00416488 ,0.0253061, -0.0464473, 282.466
706, 0.00419226 ,0.0253066, -0.0464209, 279.035
707, 0.00403268 ,0.0252961, -0.0465596, 278.64
708, 0.00390835 ,0.0254835, -0.0470586, 279.943
709, 0.00371982 ,0.0256825, -0.0476451, 283.69
710, 0.00365876 ,0.0258033, -0.0479479, 288.06
711, 0.00351218 ,0.025831, -0.0481497, 290.567
712, 0.00323197 ,0.0258157, -0.0483994, 292.206
713, 0.00300295 ,0.0258303, -0.0486576, 294.12
714, 0.0031093 ,0.0258498, -0.0485904, 295.87
715, 0.00339134 ,0.0257187, -0.0480461, 295.199
716, 0.00363432 ,0.0255155, -0.0473966, 291.137
717, 0.00371386 ,0.0253926, -0.0470714, 286.245
718, 0.00350052 ,0.0253995, -0.0472985, 283.906
719, 0.0035022 ,0.0254404, -0.0473785, 285.285
720, 0.00384724 ,0.0254371, -0.047027, 285.811
721, 0.00398842 ,0.0254826, -0.0469769, 283.542
722, 0.00390775 ,0.0255567, -0.0472057, 283.152
723, 0.00393656 ,0.0255443, -0.0471521, 284.581
724, 0.00394623 ,0.0255584, -0.0471705, 284.427
725, 0.00386698 ,0.0255783, -0.0472896, 284.581
726, 0.0036792 ,0.0255131, -0.0473469, 285.432
727, 0.00355428 ,0.0254615, -0.0473688, 285.93
728, 0.00354975 ,0.0254555, -0.0473613, 286.068
729, 0.00373858 ,0.0255525, -0.0473664, 286.086
730, 0.00392504 ,0.0254624, -0.0469998, 285.825
731, 0.00389208 ,0.0252606, -0.0466291, 283.196
732, 0.00387076 ,0.0252902, -0.0467096, 280.535
733, 0.00382346 ,0.0255749, -0.0473263, 281.174
734, 0.00364523 ,0.0259581, -0.048271, 285.885
735, 0.00354648 ,0.0262043, -0.0488622, 292.847
736, 0.00349108 ,0.0261908, -0.0488906, 297.31
737, 0.00345647 ,0.0261448, -0.0488331, 297.852
738, 0.00332504 ,0.0260356, -0.0487462, 297.377
739, 0.00331169 ,0.0260047, -0.0486977, 296.753
740, 0.00335043 ,0.0261204, -0.0488903, 296.489
741, 0.00336001 ,0.0262793, -0.0491986, 297.92
742, 0.00324798 ,0.0263093, -0.0493706, 300.223
743, 0.00318981 ,0.0263056, -0.0494214, 301.62
744, 0.00317958 ,0.0262332, -0.0492869, 302
745, 0.00326161 ,0.0260277, -0.0487939, 300.806
746, 0.00354297 ,0.0257925, -0.048042, 297.045
747, 0.00375846 ,0.0254454, -0.0471324, 291.193
748, 0.00383785 ,0.0252057, -0.0465736, 284.417
749, 0.00386816 ,0.0251279, -0.0463877, 280.031
750, 0.00406874 ,0.025127, -0.0461853, 278.312
751, 0.00401847 ,0.0250992, -0.0461799, 276.797
752, 0.00355521 ,0.0252652, -0.0469752, 277.071
753, 0.00307751 ,0.025528, -0.0479784, 282.966
754, 0.00302598 ,0.025628, -0.04823, 290.253
755, 0.00297752 ,0.0255881, -0.0481986, 292.601
756, 0.00318703 ,0.0255581, -0.0479292, 292.315
757, 0.00349455 ,0.0255598, -0.047625, 290.286
758, 0.00366218 ,0.0256395, -0.0476169, 288.16
759, 0.00368632 ,0.0256634, -0.0476405, 287.919
760, 0.00357292 ,0.0257487, -0.0479245, 288.288
761, 0.00345403 ,0.0258544, -0.0482548, 290.383
762, 0.00335737 ,0.0258429, -0.0483284, 292.786
763, 0.00337592 ,0.02582, -0.0482641, 293.377
764, 0.00344259 ,0.0257614, -0.0480802, 292.792
765, 0.00349466 ,0.0256983, -0.047902, 291.405
766, 0.00349385 ,0.0256944, -0.0478949, 290.111
767, 0.00340641 ,0.0256078, -0.0478092, 289.959
768, 0.00331808 ,0.0254201, -0.0475221, 289.222
769, 0.0031531 ,0.0253096, -0.0474661, 287.269
770, 0.00302396 ,0.0253246, -0.0476253, 286.824
771, 0.00296498 ,0.0253847, -0.0478044, 287.997
772, 0.00299791 ,0.0255052, -0.0480125, 289.425
773, 0.00318259 ,0.0256679, -0.0481532, 291.057
774, 0.00341998 ,0.0256014, -0.0477828, 291.839
775, 0.00361364 ,0.0254889, -0.0473643, 289.224
776, 0.00361971 ,0.0254388, -0.0472578, 286.164
777, 0.00349278 ,0.0253908, -0.0472887, 285.187
778, 0.00356441 ,0.0255879, -0.0476114, 285.602
779, 0.00366772 ,0.0258231, -0.0479786, 287.969
780, 0.00374333 ,0.0260071, -0.0482708, 290.799
781, 0.00378977 ,0.0260358, -0.0482819, 292.979
782, 0.00387313 ,0.0258427, -0.0478122, 292.899
783, 0.00398776 ,0.025637, -0.0472863, 289.483
784, 0.00397435 ,0.0255472, -0.0471201, 285.583
785, 0.00393264 ,0.0256923, -0.047452, 284.413
786, 0.00387668 ,0.0258358, -0.0477948, 286.647
787, 0.00378725 ,0.0259582, -0.0481291, 289.38
788, 0.00362393 ,0.0260268, -0.0484296, 291.97
789, 0.00367924 ,0.0260693, -0.0484594, 294.18
790, 0.00394854 ,0.0259713, -0.0479941, 294.243
791, 0.00402564 ,0.0257309, -0.0474361, 290.802
792, 0.00383218 ,0.0255002, -0.0471682, 286.679
793, 0.00379032 ,0.0253196, -0.046849, 284.402
794, 0.00397841 ,0.0252241, -0.0464697, 281.936
795, 0.0039906 ,0.0252567, -0.0465227, 279.311
796, 0.00380038 ,0.0254644, -0.0471284, 279.818
797, 0.00351847 ,0.025639, -0.0477595, 284.276
798, 0.00351278 ,0.0256705, -0.0478283, 288.899
799, 0.00385795 ,0.0255318, -0.0472056, 289.378
800, 0.0042182 ,0.0252323, -0.0462464, 284.706
801, 0.00440089 ,0.0250287, -0.0456564, 277.516
802, 0.00414259 ,0.0252848, -0.0464269, 273.471
803, 0.00351906 ,0.0256975, -0.0478759, 279.049
804, 0.00321334 ,0.025914, -0.0486147, 289.595
805, 0.00328719 ,0.0259251, -0.048563, 295.39
806, 0.00356721 ,0.0258594, -0.0481516, 295.248
807, 0.00396212 ,0.0256929, -0.0474237, 292.006
808, 0.00429486 ,0.0254468, -0.0465987, 286.317
809, 0.00426823 ,0.0254666, -0.046665, 280.529
810, 0.00412057 ,0.0255193, -0.0469179, 280.504
811, 0.00415356 ,0.0253767, -0.0465998, 282.157
812, 0.00415139 ,0.0251033, -0.0460553, 279.822
813, 0.00397126 ,0.0250083, -0.0460454, 276.119
814, 0.0039103 ,0.0250465, -0.0461827, 275.687
815, 0.00380635 ,0.0252524, -0.0466984, 276.942
816, 0.00374433 ,0.0255002, -0.047256, 280.774
817, 0.00368971 ,0.0255829, -0.0474762, 284.892
818, 0.00376607 ,0.0256263, -0.0474866, 286.708
819, 0.00396348 ,0.025558, -0.0471525, 286.723
820, 0.00401457 ,0.0253484, -0.0466823, 284.181
821, 0.00417838 ,0.0253546, -0.0465309, 280.831
822, 0.00411348 ,0.025354, -0.0465946, 279.566
823, 0.00399884 ,0.0253645, -0.0467303, 280.041
824, 0.00391486 ,0.0253383, -0.0467617, 280.946
825, 0.00383109 ,0.0253957, -0.0469602, 281.408
826, 0.00379083 ,0.0253821, -0.0469733, 282.792
827, 0.00398404 ,0.0251523, -0.0463206, 282.524
828, 0.00406413 ,0.0250614, -0.0460587, 278.109
829, 0.00403648 ,0.0252494, -0.0464624, 276.15
830, 0.00400676 ,0.025489, -0.0469713, 279.003
831, 0.00392596 ,0.0256239, -0.0473218, 282.903
832, 0.0039586 ,0.0255889, -0.0472192, 285.421
833, 0.00395923 ,0.0255215, -0.0470838, 284.878
834, 0.00399422 ,0.0257198, -0.0474455, 284.172
835, 0.003919 ,0.025834, -0.0477491, 286.592
836, 0.00401691 ,0.0258725, -0.0477282, 288.831
837, 0.00418926 ,0.0258456, -0.047502, 288.724
838, 0.00444398 ,0.0259197, -0.0473955, 287.043
839, 0.00444316 ,0.0261189, -0.0477947, 286.572
840, 0.00428236 ,0.0261522, -0.0480221, 289.177
841, 0.00422841 ,0.0262305, -0.0482326, 291.217
842, 0.00432039 ,0.0261298, -0.0479392, 292.525
843, 0.00443828 ,0.0258162, -0.0471942, 290.246
844, 0.00441143 ,0.0256503, -0.0468892, 285.017
845, 0.00433264 ,0.0256033, -0.0468739, 282.506
846, 0.00426573 ,0.0254183, -0.0465709, 282.005
847, 0.0041997 ,0.0252196, -0.0462394, 279.856
848, 0.00437866 ,0.025133, -0.0458874, 277.203
849, 0.00436957 ,0.0251864, -0.0460032, 274.714
850, 0.00383978 ,0.0253344, -0.0468289, 275.84
851, 0.00354029 ,0.0254538, -0.0473673, 281.701
852, 0.00352228 ,0.0255368, -0.0475514, 285.886
853, 0.00349404 ,0.0256196, -0.0477452, 287.615
854, 0.00370778 ,0.0256475, -0.0475873, 288.799
855, 0.00377282 ,0.025646, -0.0475191, 287.833
856, 0.00360832 ,0.0256761, -0.047744, 287.36
857, 0.00340735 ,0.0256766, -0.0479458, 288.961
858, 0.00330146 ,0.0255609, -0.0478202, 290.337
859, 0.00332813 ,0.0255157, -0.0477033, 289.591
860, 0.00318247 ,0.0255279, -0.0478733, 288.856
861, 0.00314899 ,0.0256076, -0.0480662, 290.013
862, 0.00317738 ,0.0256204, -0.0480635, 291.364
863, 0.00328029 ,0.0256301, -0.04798, 291.424
864, 0.00332523 ,0.0255799, -0.0478347, 290.766
865, 0.00354882 ,0.025566, -0.0475831, 289.554
866, 0.00390737 ,0.0256431, -0.0473789, 287.721
867, 0.00406078 ,0.025643, -0.0472252, 286.127
868, 0.00411289 ,0.025565, -0.0470172, 284.855
869, 0.00418009 ,0.0255287, -0.0468773, 283.305
870, 0.00411433 ,0.0255634, -0.0470124, 282.409
871, 0.00416986 ,0.0255494, -0.0469289, 283.116
872, 0.00424252 ,0.0254548, -0.0466672, 282.521
873, 0.0042153 ,0.0254017, -0.0465881, 280.688
874, 0.0040809 ,0.0253289, -0.046577, 280.01
875, 0.00399039 ,0.0252781, -0.0465658, 279.86
876, 0.00395079 ,0.0253929, -0.046835, 279.984
877, 0.00399138 ,0.0255946, -0.0471979, 281.974
878, 0.00408352 ,0.0258365, -0.0475895, 284.79
879, 0.0038659 ,0.0260214, -0.0481769, 287.993
880, 0.00357947 ,0.0260788, -0.0485782, 292.392
881, 0.00353244 ,0.0258455, -0.0481586, 295.141
882, 0.00384378 ,0.025436, -0.0470282, 291.929
883, 0.00424779 ,0.0251459, -0.0460441, 283.404
884, 0.00418332 ,0.0252231, -0.046263, 276.413
885, 0.00396552 ,0.0254523, -0.046939, 277.63
886, 0.0037556 ,0.0256574, -0.0475592, 282.609
887, 0.00352338 ,0.0257782, -0.0480329, 287.513
888, 0.00353028 ,0.0257694, -0.0480086, 290.96
889, 0.00370852 ,0.0258307, -0.0479529, 291.124
890, 0.00379587 ,0.0258608, -0.0479258, 290.624
891, 0.00368257 ,0.0258333, -0.0479841, 290.514
892, 0.003468 ,0.0257659, -0.0480639, 290.944
893, 0.00340702 ,0.0257822, -0.0481574, 291.617
894, 0.00347702 ,0.0257121, -0.0479472, 292.185
895, 0.00367576 ,0.0254571, -0.0472384, 290.39
896, 0.00401669 ,0.025303, -0.0465893, 285.188
897, 0.00431523 ,0.0253987, -0.0464822, 280.378
898, 0.0041876 ,0.025535, -0.0468824, 279.554
899, 0.00397961 ,0.0256847, -0.0473898, 282.477
900, 0.00394127 ,0.0258322, -0.0477231, 286.244
901, 0.00380905 ,0.0260228, -0.0482366, 289.034
902, 0.00359649 ,0.0262353, -0.0488742, 292.991
903, 0.0036476 ,0.0263462, -0.0490448, 297.587
904, 0.00372097 ,0.0263056, -0.0488903, 299.025
905, 0.00365497 ,0.0261315, -0.0486081, 297.926
906, 0.00359769 ,0.025865, -0.0481322, 295.705
907, 0.00348955 ,0.0255998, -0.04771, 292.14
908, 0.00339529 ,0.0254649, -0.0475344, 288.907
909, 0.00337809 ,0.0255331, -0.047688, 287.611
910, 0.00346296 ,0.0257538, -0.0480445, 288.683
911, 0.00337339 ,0.025934, -0.0484946, 291.465
912, 0.00343838 ,0.0260791, -0.0487199, 294.781
913, 0.00353379 ,0.0261282, -0.0487226, 296.51
914, 0.00344804 ,0.0260564, -0.0486647, 296.654
915, 0.00343499 ,0.0259121, -0.0483892, 296.115
916, 0.0033815 ,0.0256586, -0.0479357, 293.981
917, 0.00327355 ,0.0254254, -0.0475772, 290.591
918, 0.00317775 ,0.0253778, -0.0475779, 287.98
919, 0.00323496 ,0.0254221, -0.0476093, 287.831
920, 0.00357192 ,0.0254009, -0.0472298, 287.735
921, 0.00378941 ,0.0254895, -0.0471896, 285.296
922, 0.00359551 ,0.0254068, -0.047218, 284.724
923, 0.00356069 ,0.0252373, -0.0469139, 284.753
924, 0.00366517 ,0.0251552, -0.0466451, 282.602
925, 0.00347108 ,0.0251739, -0.0468766, 280.777
926, 0.00295702 ,0.025181, -0.047405, 282.485
927, 0.00293684 ,0.0252117, -0.0474866, 286.167
928, 0.00320458 ,0.0252229, -0.0472412, 286.886
929, 0.00339272 ,0.0252808, -0.0471688, 285.317
930, 0.00361554 ,0.0253331, -0.0470507, 284.585
931, 0.00377128 ,0.0253304, -0.0468895, 283.627
932, 0.00368121 ,0.0254526, -0.047224, 282.69
933, 0.00361822 ,0.0257621, -0.047906, 285.254
934, 0.00370727 ,0.0258094, -0.0479116, 289.925
935, 0.00387789 ,0.0255684, -0.047259, 290.053
936, 0.00409423 ,0.025363, -0.0466318, 285.29
937, 0.00429732 ,0.0253663, -0.0464353, 280.622
938, 0.00430878 ,0.0253966, -0.0464845, 278.9
939, 0.0041528 ,0.0256195, -0.0470862, 279.494
940, 0.00397425 ,0.0258261, -0.0476779, 283.825
941, 0.00383219 ,0.0258361, -0.04784, 288.281
942, 0.00361808 ,0.0257127, -0.0478074, 289.724
943, 0.00363301 ,0.0256265, -0.0476199, 289.448
944, 0.00385787 ,0.0256266, -0.0473954, 288.065
945, 0.0041511 ,0.0256129, -0.0470746, 286.276
946, 0.00433024 ,0.0254664, -0.0466026, 283.726
947, 0.00429503 ,0.0252576, -0.0462202, 280.153
948, 0.00415969 ,0.0252268, -0.046294, 277.384
949, 0.00423602 ,0.0253962, -0.0465564, 277.792
950, 0.00452958 ,0.025496, -0.0464625, 279.514
951, 0.00469865 ,0.025513, -0.0463273, 278.925
952, 0.00456055 ,0.0257529, -0.0469453, 278.414
953, 0.00427368 ,0.0259963, -0.0477189, 282.829
954, 0.00399028 ,0.0260802, -0.04817, 288.639
955, 0.00392471 ,0.0261139, -0.048303, 292.221
956, 0.00405779 ,0.0259889, -0.0479201, 293.175
957, 0.00430164 ,0.0256713, -0.047041, 290.179
958, 0.0045212 ,0.0253631, -0.0462049, 283.664
959, 0.00458247 ,0.0251636, -0.0457447, 277.275
960, 0.00433143 ,0.0251336, -0.0459357, 273.866
961, 0.00388937 ,0.0252414, -0.0465935, 275.255
962, 0.00352253 ,0.025307, -0.0470916, 279.996
963, 0.00340386 ,0.0254014, -0.0473989, 283.849
964, 0.00327853 ,0.0255813, -0.047884, 286.542
965, 0.00321383 ,0.0256445, -0.0480751, 290.048
966, 0.00342592 ,0.0255656, -0.0477054, 291.372
967, 0.00375228 ,0.0256308, -0.0475094, 288.905
