Distance, Counts 
1.54654, 0.559299 
1.55074, 0.964225 
1.55493, 0.627065 
1.55912, 1.10065 
1.56331, 0.839321 
1.5675, 0.871142 
1.57169, 0.613777 
1.57588, 0.682347 
1.58007, 0.750182 
1.58426, 0.710689 
1.58846, 0.671601 
1.59265, 0.808723 
1.59684, 0.9444 
1.60103, 0.730698 
1.60522, 0.865348 
1.60941, 0.791984 
1.6136, 0.650858 
1.61779, 0.749731 
1.62199, 0.576351 
1.62618, 0.607116 
1.63037, 0.604003 
1.63456, 0.634298 
1.63875, 0.730703 
1.64294, 0.991342 
1.64713, 0.690417 
1.65132, 0.752342 
1.65551, 0.618361 
1.65971, 0.809534 
1.6639, 0.644373 
1.66809, 0.865543 
1.67228, 0.701731 
1.67647, 0.761707 
1.68066, 0.947396 
1.68485, 0.408501 
1.68904, 0.812957 
1.69324, 0.746716 
1.69743, 0.681118 
1.70162, 0.924233 
1.70581, 0.827733 
1.71, 1.03723 
1.71419, 0.910741 
1.71838, 1.02715 
1.72257, 0.841783 
1.72676, 0.688116 
1.73096, 0.744339 
1.73515, 0.918532 
1.73934, 0.825653 
1.74353, 0.821693 
1.74772, 0.934584 
1.75191, 1.01732 
1.7561, 0.954622 
1.76029, 1.2092 
1.76449, 1.14616 
1.76868, 0.884076 
1.77287, 0.90829 
1.77706, 0.875766 
1.78125, 1.29342 
1.78544, 0.895557 
1.78963, 0.863517 
1.79382, 0.80404 
1.79801, 0.993477 
1.80221, 1.01634 
1.8064, 0.956947 
1.81059, 1.14303 
1.81478, 1.11068 
1.81897, 0.701093 
1.82316, 0.858925 
1.82735, 1.06874 
1.83154, 1.03727 
1.83574, 0.794262 
1.83993, 1.02785 
1.84412, 1.33801 
1.84831, 1.17526 
1.8525, 1.03996 
1.85669, 0.931744 
1.86088, 1.10792 
1.86507, 1.05165 
1.86926, 0.970336 
1.87346, 1.22022 
1.87765, 1.06293 
1.88184, 1.23458 
1.88603, 1.15385 
1.89022, 1.04885 
1.89441, 1.11881 
1.8986, 1.11388 
1.90279, 1.10899 
1.90699, 1.20227 
1.91118, 1.41686 
1.91537, 1.07017 
1.91956, 1.04129 
1.92375, 1.08498 
1.92794, 0.936239 
1.93213, 1.55364 
1.93632, 0.904361 
1.94051, 1.23221 
1.94471, 1.08535 
1.9489, 1.10418 
1.95309, 1.35677 
1.95728, 1.30439 
1.96147, 0.927732 
1.96566, 1.10854 
1.96985, 1.3568 
1.97404, 0.778569 
1.97824, 0.866486 
1.98243, 1.18071 
1.98662, 0.949639 
1.99081, 1.08074 
1.995, 1.09863 
1.99919, 1.36196 
2.00338, 1.31181 
2.00757, 1.43919 
2.01176, 1.32296 
2.01596, 1.18572 
2.02015, 0.98401 
2.02434, 1.04527 
2.02853, 0.824096 
2.03272, 1.10147 
2.03691, 1.13997 
2.0411, 1.17813 
2.04529, 1.08798 
2.04949, 1.48722 
2.05368, 1.03681 
2.05787, 1.07474 
2.06206, 1.0494 
2.06625, 1.17056 
2.07044, 0.95765 
2.07463, 1.34774 
2.07882, 1.15646 
2.08301, 1.11068 
2.08721, 1.1472 
2.0914, 1.40786 
2.09559, 1.09741 
2.09978, 1.13352 
2.10397, 0.967722 
2.10816, 0.92372 
2.11235, 1.04007 
2.11654, 1.05588 
2.12074, 0.952498 
2.12493, 1.18593 
2.12912, 1.1419 
2.13331, 1.41197 
2.1375, 0.93763 
2.14169, 0.99234 
2.14588, 1.02723 
2.15007, 0.888093 
2.15426, 1.23081 
2.15846, 1.03447 
2.16265, 1.06863 
2.16684, 1.14054 
2.17103, 0.795304 
2.17522, 1.30155 
2.17941, 1.07106 
2.1836, 1.21671 
2.18779, 0.913703 
2.19199, 1.17028 
2.19618, 1.1103 
2.20037, 1.03234 
2.20456, 1.19371 
2.20875, 1.20748 
2.21294, 0.984205 
2.21713, 1.07128 
2.22132, 1.23004 
2.22551, 1.2074 
2.22971, 0.915614 
2.2339, 0.840641 
2.23809, 1.1226 
2.24228, 0.887631 
2.24647, 1.02582 
2.25066, 1.19821 
2.25485, 0.930435 
2.25904, 0.96197 
2.26324, 1.13267 
2.26743, 1.09377 
2.27162, 1.02055 
2.27581, 0.965096 
2.28, 1.04741 
2.28419, 1.07779 
2.28838, 1.0568 
2.29257, 0.849148 
2.29676, 0.998344 
2.30096, 0.927276 
2.30515, 0.907112 
2.30934, 1.15489 
2.31353, 0.900556 
2.31772, 1.36257 
2.32191, 1.02653 
2.3261, 0.907353 
2.33029, 1.10135 
2.33449, 1.01551 
2.33868, 1.01188 
2.34287, 0.878163 
2.34706, 0.761602 
2.35125, 0.936505 
2.35544, 1.23887 
2.35963, 0.945901 
2.36382, 1.02243 
2.36801, 0.875546 
2.37221, 0.920047 
2.3764, 1.10649 
2.38059, 0.708816 
2.38478, 0.910379 
2.38897, 1.04796 
2.39316, 1.23134 
2.39735, 0.947459 
2.40154, 0.866768 
2.40574, 0.894601 
2.40993, 0.830013 
2.41412, 1.07221 
2.41831, 1.1143 
2.4225, 0.654099 
2.42669, 0.576048 
2.43088, 0.84599 
2.43507, 0.978578 
2.43926, 0.900204 
2.44346, 0.822361 
2.44765, 0.804649 
2.45184, 0.772202 
2.45603, 1.09516 
2.46022, 1.10618 
2.46441, 0.926039 
2.4686, 0.966847 
2.47279, 1.03657 
2.47699, 0.858468 
2.48118, 0.94258 
2.48537, 0.939407 
2.48956, 0.835422 
2.49375, 0.789552 
2.49794, 0.872751 
2.50213, 0.855573 
2.50632, 0.724809 
2.51051, 1.04818 
2.51471, 1.01645 
2.5189, 0.717597 
2.52309, 0.869479 
2.52728, 0.838645 
2.53147, 0.640836 
2.53566, 0.888655 
2.53985, 0.927246 
2.54404, 0.882814 
2.54824, 0.948658 
2.55243, 0.904437 
2.55662, 0.956111 
2.56081, 0.83046 
2.565, 1.0313 
2.56919, 0.825054 
2.57338, 0.90326 
2.57757, 0.873452 
2.58176, 0.776861 
2.58596, 0.894505 
2.59015, 0.944845 
2.59434, 0.875473 
2.59853, 1.13709 
2.60272, 1.028 
2.60691, 0.906467 
2.6111, 0.929752 
2.61529, 0.848458 
2.61949, 1.02791 
2.62368, 0.959779 
2.62787, 0.827436 
2.63206, 1.04389 
2.63625, 0.950653 
2.64044, 0.909222 
2.64463, 1.05953 
2.64882, 0.979831 
2.65301, 0.913316 
2.65721, 1.11276 
2.6614, 0.882366 
2.66559, 1.06808 
2.66978, 1.01463 
2.67397, 0.736736 
2.67816, 0.896258 
2.68235, 1.00514 
2.68654, 1.10098 
2.69074, 0.90024 
2.69493, 0.909738 
2.69912, 1.31135 
2.70331, 1.01407 
2.7075, 0.889135 
2.71169, 0.995671 
2.71588, 1.10155 
2.72007, 1.06195 
2.72426, 1.04666 
2.72846, 0.971489 
2.73265, 0.908729 
2.73684, 0.92979 
2.74103, 0.974487 
2.74522, 1.03076 
2.74941, 0.933124 
2.7536, 0.871409 
2.75779, 1.18575 
2.76199, 1.01829 
2.76618, 1.08522 
2.77037, 0.791099 
2.77456, 1.13667 
2.77875, 0.925102 
2.78294, 1.06067 
2.78713, 1.11495 
2.79132, 1.13453 
2.79551, 1.05116 
2.79971, 0.956881 
2.8039, 1.13574 
2.80809, 1.03045 
2.81228, 1.06125 
2.81647, 1.04684 
2.82066, 1.04373 
2.82485, 1.04064 
2.82904, 1.09334 
2.83324, 1.0345 
2.83743, 0.920537 
2.84162, 0.951 
2.84581, 0.937177 
2.85, 1.08833 
2.85419, 1.17283 
2.85838, 1.03825 
2.86257, 0.969828 
2.86676, 1.21689 
2.87096, 0.920843 
2.87515, 1.1234 
2.87934, 1.14167 
2.88353, 1.03097 
2.88772, 1.0601 
2.89191, 1.15313 
2.8961, 1.00075 
2.90029, 1.02971 
2.90449, 1.05849 
2.90868, 1.066 
2.91287, 0.852457 
2.91706, 1.25928 
2.92125, 0.99407 
2.92544, 1.11643 
2.92963, 1.07163 
2.93382, 1.23456 
2.93801, 0.848282 
2.94221, 1.20691 
2.9464, 1.08005 
2.95059, 1.0257 
2.95478, 0.940969 
2.95897, 0.938307 
2.96316, 0.894976 
2.96735, 1.00401 
2.97154, 1.21355 
2.97574, 0.96811 
2.97993, 0.864829 
2.98412, 1.02285 
2.98831, 0.999986 
2.9925, 0.997188 
2.99669, 1.01429 
3.00088, 1.18004 
3.00507, 1.07787 
3.00926, 0.966394 
3.01346, 0.944042 
3.01765, 1.2062 
3.02184, 0.987712 
3.02603, 0.8582 
3.03022, 1.06006 
3.03441, 0.979549 
3.0386, 0.938164 
3.04279, 1.08991 
3.04699, 1.01958 
3.05118, 1.17026 
3.05537, 1.18619 
3.05956, 1.11616 
3.06375, 1.22728 
3.06794, 1.0911 
3.07213, 1.00297 
3.07632, 1.01911 
3.08051, 0.959879 
3.08471, 0.985429 
3.0889, 1.03892 
3.09309, 0.998768 
3.09728, 1.04261 
3.10147, 0.956244 
3.10566, 0.935149 
3.10985, 1.09884 
3.11404, 1.05905 
3.11824, 1.02866 
3.12243, 1.03506 
3.12662, 0.931799 
3.13081, 1.1753 
3.135, 1.20851 
3.13919, 1.12373 
3.14338, 1.05747 
3.14757, 1.07268 
3.15176, 0.872048 
3.15596, 1.0132 
3.16015, 1.11782 
3.16434, 0.874055 
3.16853, 0.951804 
3.17272, 0.975909 
3.17691, 0.805215 
3.1811, 1.11198 
3.18529, 1.14426 
3.18949, 0.956904 
3.19368, 0.980664 
3.19787, 1.01303 
3.20206, 1.23684 
3.20625, 0.87743 
3.21044, 1.11776 
3.21463, 0.993854 
3.21882, 1.05161 
3.22301, 1.08327 
3.22721, 1.00328 
3.2314, 0.949364 
3.23559, 1.04075 
3.23978, 1.07209 
3.24397, 1.00992 
3.24816, 0.948061 
3.25235, 1.04694 
3.25654, 1.01898 
3.26074, 0.991166 
3.26493, 0.971868 
3.26912, 0.986093 
3.27331, 0.958565 
3.2775, 1.1224 
3.28169, 0.970263 
3.28588, 1.0836 
3.29007, 0.998331 
3.29426, 1.09455 
3.29846, 1.08356 
3.30265, 0.966185 
3.30684, 0.939237 
3.31103, 1.02648 
3.31522, 0.934497 
3.31941, 0.826767 
3.3236, 1.0349 
3.32779, 0.862934 
3.33199, 1.05384 
3.33618, 0.914776 
3.34037, 0.888471 
3.34456, 0.822373 
3.34875, 0.971638 
3.35294, 0.92949 
3.35713, 1.06189 
3.36132, 1.12248 
3.36551, 0.969873 
3.36971, 0.904539 
3.3739, 0.933679 
3.37809, 0.829619 
3.38228, 0.92906 
3.38647, 0.918975 
3.39066, 1.03324 
3.39485, 0.953193 
3.39904, 0.85808 
3.40324, 1.02562 
3.40743, 0.969253 
3.41162, 1.02826 
3.41581, 0.872647 
3.42, 0.977416 
3.42419, 1.03597 
3.42838, 1.00304 
3.43257, 0.977853 
3.43676, 0.907415 
3.44096, 1.05607 
3.44515, 0.812706 
3.44934, 0.945856 
3.45353, 0.898631 
3.45772, 0.948749 
3.46191, 1.03588 
3.4661, 0.944168 
3.47029, 0.993806 
3.47449, 0.976614 
3.47868, 0.922598 
3.48287, 1.00874 
3.48706, 0.881443 
3.49125, 0.872002 
3.49544, 1.09653 
3.49963, 0.911588 
3.50382, 1.01854 
3.50801, 0.892724 
3.51221, 0.926799 
3.5164, 1.03294 
3.52059, 0.987249 
3.52478, 0.86269 
3.52897, 0.903675 
3.53316, 0.922999 
3.53735, 0.935091 
3.54154, 0.996971 
3.54574, 0.923573 
3.54993, 0.921395 
3.55412, 0.905082 
3.55831, 0.88179 
3.5625, 0.886755 
3.56669, 0.961907 
3.57088, 1.00868 
3.57507, 1.04126 
3.57926, 1.02488 
3.58346, 1.05031 
3.58765, 1.10338 
3.59184, 0.865413 
3.59603, 1.02226 
3.60022, 1.12325 
3.60441, 0.880015 
3.6086, 1.02202 
3.61279, 0.875938 
3.61699, 0.949012 
3.62118, 1.0558 
3.62537, 1.01259 
3.62956, 1.01025 
3.63375, 1.13645 
3.63794, 1.13384 
3.64213, 0.868625 
3.64632, 1.19582 
3.65051, 0.95848 
3.65471, 0.969659 
3.6589, 1.23432 
3.66309, 1.00517 
3.66728, 0.969666 
3.67147, 1.02709 
3.67566, 0.905749 
3.67985, 0.949862 
3.68404, 1.02668 
3.68824, 1.17537 
3.69243, 1.01547 
3.69662, 0.882442 
3.70081, 0.900011 
3.705, 1.00209 
3.70919, 1.00632 
3.71338, 1.166 
3.71757, 1.09227 
3.72176, 1.00598 
3.72596, 0.958685 
3.73015, 1.12345 
3.73434, 0.999226 
3.73853, 1.03533 
3.74272, 0.911861 
3.74691, 1.01798 
3.7511, 0.996667 
3.75529, 1.03245 
3.75949, 0.903751 
3.76368, 0.920658 
3.76787, 0.91232 
3.77206, 0.98563 
3.77625, 1.14004 
3.78044, 0.925015 
3.78463, 1.04146 
3.78882, 1.00182 
3.79301, 0.974775 
3.79721, 1.07794 
3.8014, 0.933395 
3.80559, 1.07937 
3.80978, 1.05853 
3.81397, 0.970239 
3.81816, 1.06615 
3.82235, 1.02102 
3.82654, 1.10419 
3.83074, 1.04699 
3.83493, 1.07507 
3.83912, 1.14546 
3.84331, 1.06434 
3.8475, 1.0922 
3.85169, 0.951339 
3.85588, 1.02137 
3.86007, 0.983184 
3.86426, 1.01096 
3.86846, 0.961023 
3.87265, 1.01255 
3.87684, 1.09951 
3.88103, 1.00818 
3.88522, 0.869904 
3.88941, 1.1928 
3.8936, 0.930979 
3.89779, 1.02305 
3.90199, 1.03259 
3.90618, 1.07721 
3.91037, 1.10996 
3.91456, 0.909385 
3.91875, 1.00051 
3.92294, 0.975159 
3.92713, 1.05996 
3.93132, 1.00569 
3.93551, 0.963174 
3.93971, 1.12803 
3.9439, 1.028 
3.94809, 1.02582 
3.95228, 1.00077 
3.95647, 1.14132 
3.96066, 1.08766 
3.96485, 1.15355 
3.96904, 1.12843 
3.97324, 1.04118 
3.97743, 1.01075 
3.98162, 0.957914 
3.98581, 1.12459 
3.99, 0.987562 
3.99419, 0.968694 
3.99838, 1.10077 
4.00257, 0.959067 
4.00676, 1.04609 
4.01096, 0.96617 
4.01515, 0.897661 
4.01934, 1.06721 
4.02353, 1.00429 
4.02772, 1.03524 
4.03191, 0.912196 
4.0361, 1.10772 
4.04029, 0.892 
4.04449, 1.08675 
4.04868, 0.959159 
4.05287, 0.989808 
4.05706, 1.00947 
4.06125, 0.909904 
4.06544, 0.88641 
4.06963, 0.954705 
4.07382, 0.94736 
4.07801, 0.988388 
4.08221, 1.03997 
4.0864, 0.98434 
4.09059, 0.939615 
4.09478, 0.852449 
4.09897, 0.941095 
4.10316, 0.94448 
4.10735, 0.942555 
4.11154, 1.04104 
4.11574, 1.10748 
4.11993, 1.10523 
4.12412, 1.0347 
4.12831, 0.959223 
4.1325, 1.03051 
4.13669, 0.991885 
4.14088, 0.969039 
4.14507, 0.987879 
4.14926, 1.00145 
4.15346, 1.01497 
4.15765, 1.08011 
4.16184, 0.933522 
4.16603, 1.07062 
4.17022, 1.01196 
4.17441, 0.948416 
4.1786, 1.13582 
4.18279, 0.94462 
