Step, TotalE, KinE(ev/atom), PotE(ev/at), Temp(K)
109, -0.0186719 ,0.0194482, -0.0575684, 165.849
110, -0.0185968 ,0.0191676, -0.056932, 166.457
111, -0.0182786 ,0.0189772, -0.0562331, 161.788
112, -0.018418 ,0.0188735, -0.0561649, 156.887
113, -0.0185046 ,0.0187842, -0.0560729, 156.093
114, -0.018488 ,0.01908, -0.0566481, 155.839
115, -0.0183372 ,0.0192254, -0.056788, 159.503
116, -0.0181871 ,0.0188671, -0.0559213, 160.282
117, -0.0183862 ,0.0186881, -0.0557624, 154.97
118, -0.0185193 ,0.0185995, -0.0557183, 153.077
119, -0.0184177 ,0.018665, -0.0557477, 152.803
120, -0.01833 ,0.0185562, -0.0554424, 152.4
121, -0.0183224 ,0.0187878, -0.0558979, 150.771
122, -0.0181654 ,0.0190857, -0.0563368, 154.178
123, -0.01811 ,0.0191139, -0.0563378, 157.368
124, -0.0182392 ,0.0190244, -0.0562881, 157.638
125, -0.0181333 ,0.0189433, -0.0560199, 157.271
126, -0.0183772 ,0.0189169, -0.0562109, 155.601
127, -0.0184692 ,0.0187246, -0.0559184, 156.25
128, -0.0185686 ,0.0186586, -0.0558859, 154.463
129, -0.0187597 ,0.0189075, -0.0565747, 154.653
130, -0.0186301 ,0.0188768, -0.0563838, 159.007
131, -0.018451 ,0.0187181, -0.0558873, 157.706
132, -0.0186774 ,0.0187954, -0.0562683, 154.655
133, -0.0184323 ,0.019038, -0.0565084, 156.938
134, -0.0182942 ,0.0188804, -0.0560551, 158.532
135, -0.0184066 ,0.0188117, -0.0560299, 155.639
136, -0.0184932 ,0.0190346, -0.0565624, 155.534
137, -0.018518 ,0.0191322, -0.0567823, 159.153
138, -0.0185558 ,0.019077, -0.0567098, 160.781
139, -0.0186565 ,0.0190276, -0.0567118, 160.597
140, -0.0183763 ,0.0190384, -0.0564532, 160.173
141, -0.0182444 ,0.0190758, -0.0563959, 158.538
142, -0.0185202 ,0.0189712, -0.0564626, 158.249
143, -0.0184813 ,0.018963, -0.0564074, 158.74
144, -0.0183758 ,0.0188216, -0.056019, 157.936
145, -0.0185451 ,0.018796, -0.0561372, 155.441
146, -0.0185791 ,0.0187632, -0.0561055, 155.813
147, -0.0185471 ,0.0185086, -0.0555642, 155.647
148, -0.0185226 ,0.0183444, -0.0552113, 151.733
149, -0.0184129 ,0.0185017, -0.0554163, 149.033
150, -0.0184704 ,0.0188706, -0.0562116, 150.552
151, -0.0183742 ,0.0191129, -0.0566, 156.124
152, -0.0182514 ,0.019176, -0.0566033, 159.174
153, -0.0182933 ,0.0193338, -0.0569609, 159.814
154, -0.0183532 ,0.0192429, -0.0568391, 162.223
155, -0.0184029 ,0.0190187, -0.0564403, 161.483
156, -0.0183681 ,0.0188912, -0.0561505, 158.306
157, -0.018698 ,0.0191977, -0.0570934, 157.295
158, -0.0184938 ,0.0192748, -0.0570434, 163.1
159, -0.0182169 ,0.0189481, -0.0561132, 162.919
160, -0.0183869 ,0.0191104, -0.0566077, 157.443
161, -0.0183092 ,0.0192891, -0.0568874, 160.276
162, -0.0181242 ,0.019168, -0.0564601, 162.064
163, -0.0183896 ,0.019046, -0.0564815, 160.038
164, -0.0182923 ,0.0185452, -0.0553828, 159.159
165, -0.0184926 ,0.0184558, -0.0554041, 152.283
166, -0.0185991 ,0.0185003, -0.0555997, 151.344
167, -0.0185911 ,0.0189739, -0.0565389, 153.694
168, -0.0184639 ,0.0191968, -0.0568574, 160.418
169, -0.0181893 ,0.018947, -0.0560833, 162.436
170, -0.0181201 ,0.0189794, -0.056079, 157.545
171, -0.0183182 ,0.0190863, -0.0564908, 157.178
172, -0.0183037 ,0.0192329, -0.0567695, 160.219
173, -0.0180308 ,0.0191967, -0.0564242, 161.707
174, -0.0182806 ,0.0192659, -0.0568124, 160.656
175, -0.0181461 ,0.0192011, -0.0565483, 163.06
176, -0.0182938 ,0.0192285, -0.0567507, 161.888
177, -0.0183225 ,0.0191717, -0.0566659, 162.823
178, -0.0179866 ,0.0191489, -0.0562845, 162.2
179, -0.0179576 ,0.019067, -0.0560917, 159.539
180, -0.0179846 ,0.0190039, -0.0559924, 157.974
181, -0.0181464 ,0.0190659, -0.0562782, 157.401
182, -0.0184851 ,0.0190926, -0.0566703, 159.431
183, -0.0185614 ,0.0188649, -0.0562912, 161.969
184, -0.0183627 ,0.0187752, -0.0559131, 159.631
185, -0.0181852 ,0.0188302, -0.0558456, 156.912
186, -0.0181269 ,0.018935, -0.0559969, 156.215
187, -0.0181517 ,0.0190214, -0.0561944, 157.392
188, -0.0182329 ,0.0189638, -0.0561606, 158.815
189, -0.0181532 ,0.0189334, -0.05602, 158.328
190, -0.0180544 ,0.0190747, -0.0562037, 157.25
191, -0.0179539 ,0.0191947, -0.0563432, 158.586
192, -0.0177697 ,0.0192633, -0.0562964, 159.748
193, -0.0178487 ,0.0193558, -0.0565603, 159.586
194, -0.0180162 ,0.0194163, -0.0568489, 161.39
195, -0.0179596 ,0.0192987, -0.056557, 163.216
196, -0.0180089 ,0.0192467, -0.0565023, 161.294
197, -0.0182454 ,0.0195532, -0.0573518, 161.54
198, -0.0184204 ,0.0195993, -0.057619, 167.628
199, -0.0184959 ,0.0194057, -0.0573072, 169.662
200, -0.0184404 ,0.0192416, -0.0569236, 167.432
201, -0.0182878 ,0.0189414, -0.0561706, 164.169
202, -0.0182343 ,0.0188893, -0.056013, 159.228
203, -0.0183852 ,0.0190454, -0.056476, 157.952
204, -0.0185599 ,0.0190349, -0.0566296, 161.121
205, -0.0185827 ,0.0190072, -0.0565971, 162.13
206, -0.0187152 ,0.0191983, -0.0571118, 162.325
207, -0.018486 ,0.0192374, -0.0569609, 165.722
208, -0.0183831 ,0.0192077, -0.0567985, 164.841
209, -0.0182751 ,0.019005, -0.0562851, 162.921
210, -0.0183066 ,0.0191707, -0.056648, 160.102
211, -0.0182493 ,0.0195532, -0.0573556, 162.353
212, -0.0181586 ,0.0196347, -0.057428, 167.307
213, -0.0183025 ,0.0194526, -0.0572078, 168.203
214, -0.0184635 ,0.0194046, -0.0572727, 167.303
215, -0.0184701 ,0.019137, -0.0567441, 167.131
216, -0.0182814 ,0.0189193, -0.05612, 163.2
217, -0.0181821 ,0.0190699, -0.0563218, 158.849
218, -0.0180127 ,0.0189558, -0.0559244, 159.353
219, -0.0179969 ,0.0188384, -0.0556738, 156.916
220, -0.0181711 ,0.0189759, -0.0561229, 155.076
221, -0.0184801 ,0.0191123, -0.0567047, 158.463
222, -0.0184472 ,0.0191432, -0.0567336, 162.678
223, -0.0184061 ,0.019195, -0.056796, 163.319
224, -0.0183998 ,0.0190453, -0.0564905, 163.46
225, -0.0180532 ,0.0190308, -0.0561148, 161.219
226, -0.0182519 ,0.0191188, -0.0564895, 158.882
227, -0.0183688 ,0.0190191, -0.056407, 160.735
228, -0.0182967 ,0.0188351, -0.0559669, 160.283
229, -0.0180555 ,0.0188561, -0.0557677, 157.259
230, -0.0180088 ,0.0189113, -0.0558313, 155.906
231, -0.0179267 ,0.0187658, -0.0554583, 156.109
232, -0.0179296 ,0.0185543, -0.0550382, 153.392
233, -0.0180908 ,0.0189496, -0.05599, 151.106
234, -0.0180714 ,0.0191124, -0.0562963, 157.26
235, -0.0182028 ,0.0191036, -0.05641, 160.001
236, -0.0181573 ,0.0191413, -0.05644, 160.661
237, -0.0181923 ,0.0191528, -0.056498, 161.445
238, -0.0183524 ,0.0188882, -0.0561288, 161.38
239, -0.0182429 ,0.0186884, -0.0556198, 158.909
240, -0.0182354 ,0.0185043, -0.0552441, 154.434
241, -0.0182932 ,0.0188906, -0.0560743, 152.534
242, -0.0181914 ,0.0190132, -0.0562179, 157.537
243, -0.0182276 ,0.0191962, -0.0566201, 159.814
244, -0.0181035 ,0.019165, -0.0564334, 162.452
245, -0.0181484 ,0.0192412, -0.0566309, 161.658
246, -0.0182927 ,0.019149, -0.0565907, 162.488
247, -0.0184747 ,0.0190802, -0.056635, 162.544
248, -0.0183068 ,0.0189617, -0.0562302, 162.411
249, -0.0184835 ,0.0189642, -0.0564119, 159.931
250, -0.0185476 ,0.0190493, -0.0566461, 160.754
251, -0.0183263 ,0.0189962, -0.0563186, 162.456
252, -0.0182783 ,0.0188719, -0.0560222, 160.362
253, -0.0185277 ,0.019298, -0.0571237, 159.608
254, -0.0182705 ,0.0194111, -0.0570927, 166.401
255, -0.0182854 ,0.0194148, -0.0571149, 167.414
256, -0.0180894 ,0.019436, -0.0569613, 167.27
257, -0.0177845 ,0.0192045, -0.0561935, 165.846
258, -0.0176521 ,0.0189647, -0.0555816, 160.029
259, -0.0180018 ,0.0191266, -0.0562549, 156.042
260, -0.0179778 ,0.0189303, -0.0558384, 159.636
261, -0.0181175 ,0.0188982, -0.0559139, 157.645
262, -0.0182897 ,0.0189662, -0.0562221, 157.863
263, -0.0181804 ,0.0188872, -0.0559548, 159.655
264, -0.0180889 ,0.0190387, -0.0561662, 158.443
265, -0.0183536 ,0.0191587, -0.0566709, 160.246
266, -0.0181637 ,0.0190565, -0.0562767, 163.324
267, -0.0181016 ,0.0189517, -0.056005, 160.984
268, -0.0180908 ,0.0186958, -0.0554824, 158.251
269, -0.0178988 ,0.0190242, -0.0559473, 154.905
270, -0.0181325 ,0.0192797, -0.0566918, 158.495
271, -0.0182439 ,0.0190871, -0.0564181, 163.702
272, -0.0182063 ,0.0191655, -0.0565373, 162.333
273, -0.018188 ,0.0193766, -0.0569412, 163.094
274, -0.0180907 ,0.0191399, -0.0563704, 165.504
275, -0.0181502 ,0.0187253, -0.0556008, 161.104
276, -0.0182996 ,0.0185992, -0.055498, 155.243
277, -0.0180812 ,0.0190104, -0.056102, 155.042
278, -0.018 ,0.0192173, -0.0564346, 159.2
279, -0.0178235 ,0.0189595, -0.0557424, 161.405
280, -0.0181099 ,0.0186526, -0.0554152, 157.114
281, -0.0182505 ,0.018768, -0.0557865, 154.652
282, -0.0179918 ,0.0190537, -0.0560992, 157.048
283, -0.0179384 ,0.0193389, -0.0566162, 159.854
284, -0.0180414 ,0.019217, -0.0564754, 163.393
285, -0.018017 ,0.0186429, -0.0553028, 161.734
286, -0.0178978 ,0.0184747, -0.0548473, 153.817
287, -0.0179545 ,0.0186018, -0.0551581, 150.578
288, -0.0179216 ,0.0187867, -0.0554951, 152.431
289, -0.0180328 ,0.018653, -0.0553387, 154.863
290, -0.0182041 ,0.0185317, -0.0552675, 153.849
291, -0.0181098 ,0.0188017, -0.0557132, 153.185
292, -0.0181953 ,0.0191692, -0.0565338, 157.079
293, -0.0179465 ,0.0192299, -0.0564063, 162.546
294, -0.0177834 ,0.0192324, -0.0562482, 162.082
295, -0.0176882 ,0.0192277, -0.0561437, 160.861
296, -0.0177373 ,0.0194126, -0.0565626, 160.761
297, -0.0179619 ,0.0194223, -0.0568065, 163.564
298, -0.017745 ,0.0193142, -0.0563733, 165.226
299, -0.0178726 ,0.0191533, -0.0561791, 162.207
300, -0.0179017 ,0.0190937, -0.0560892, 160.164
301, -0.0178672 ,0.0191411, -0.0561494, 159.971
302, -0.017624 ,0.0190348, -0.0556936, 159.696
303, -0.0177811 ,0.0190679, -0.055917, 156.918
304, -0.0179713 ,0.0190125, -0.0559963, 158.33
305, -0.0178965 ,0.018713, -0.0553226, 158.532
306, -0.0177418 ,0.0186681, -0.055078, 153.932
307, -0.0177587 ,0.0190384, -0.0558355, 152.979
308, -0.0176606 ,0.0193021, -0.0562648, 158.509
309, -0.0175646 ,0.0192219, -0.0560083, 161.691
310, -0.0177775 ,0.0190966, -0.0559707, 160.293
311, -0.0176272 ,0.0190696, -0.0557664, 159.171
312, -0.017995 ,0.0191978, -0.0563906, 158.852
313, -0.0176579 ,0.0189076, -0.055473, 161.737
314, -0.0176273 ,0.0186497, -0.0549267, 155.945
315, -0.0179273 ,0.018758, -0.0554433, 152.245
316, -0.0177482 ,0.0186899, -0.055128, 155.138
317, -0.0179493 ,0.0186342, -0.0552177, 153.565
318, -0.0179529 ,0.0186408, -0.0552344, 153.618
319, -0.0176059 ,0.0187346, -0.055075, 153.916
320, -0.0177605 ,0.0190655, -0.0558915, 153.37
321, -0.0178972 ,0.0192739, -0.056445, 158.831
322, -0.0176904 ,0.0193421, -0.0563746, 163.042
323, -0.0176741 ,0.0192138, -0.0561016, 162.591
324, -0.0178014 ,0.0191659, -0.0561332, 160.791
325, -0.0179146 ,0.0192603, -0.0564353, 160.871
326, -0.0179889 ,0.0190682, -0.0561252, 162.637
327, -0.018132 ,0.018881, -0.0558941, 160.669
328, -0.0181426 ,0.0189686, -0.0560797, 158.774
329, -0.0180862 ,0.0192164, -0.056519, 160.038
330, -0.018201 ,0.0193503, -0.0569016, 163.461
331, -0.0181744 ,0.0190534, -0.0562812, 166.257
332, -0.0178517 ,0.018762, -0.0553757, 162.078
333, -0.0177124 ,0.0186872, -0.0550868, 155.169
334, -0.0175545 ,0.019025, -0.0556046, 152.862
335, -0.0177926 ,0.0190947, -0.0559819, 156.563
336, -0.0179484 ,0.0189277, -0.0558037, 159.088
337, -0.0178869 ,0.0190918, -0.0560705, 158.421
338, -0.0178685 ,0.0192846, -0.0564377, 160.361
339, -0.0176812 ,0.0192582, -0.0561976, 162.654
340, -0.0176573 ,0.0191341, -0.0559255, 161.266
341, -0.0175892 ,0.0188562, -0.0553017, 158.486
342, -0.0176731 ,0.0190511, -0.0557753, 154.816
343, -0.0175172 ,0.0193302, -0.0561776, 158.019
344, -0.0176836 ,0.0192474, -0.0561783, 161.142
345, -0.0177646 ,0.0190508, -0.0558662, 160.957
346, -0.0177833 ,0.0188634, -0.0555101, 158.785
347, -0.0176192 ,0.018908, -0.0554353, 156.3
348, -0.0175172 ,0.0190449, -0.055607, 155.512
349, -0.0177598 ,0.0193863, -0.0565325, 157.248
350, -0.017854 ,0.0194984, -0.0568509, 163.609
351, -0.0178276 ,0.0192227, -0.056273, 165.967
352, -0.0178592 ,0.0190157, -0.0558905, 162.136
353, -0.017813 ,0.019027, -0.055867, 159.048
354, -0.0177805 ,0.0194453, -0.0566712, 159.087
355, -0.0177083 ,0.0194258, -0.0565599, 164.155
356, -0.0175521 ,0.0190727, -0.0556974, 163.596
357, -0.0177602 ,0.0189592, -0.0556787, 157.621
358, -0.0179353 ,0.0189754, -0.0558861, 157.018
359, -0.0180105 ,0.0190154, -0.0560413, 158.79
360, -0.0179205 ,0.0188153, -0.0555511, 159.469
361, -0.0181117 ,0.0187524, -0.0556164, 156.43
362, -0.0182141 ,0.0188306, -0.0558752, 156.45
363, -0.0180283 ,0.0191436, -0.0563156, 158.514
364, -0.01802 ,0.0193044, -0.0566288, 161.887
365, -0.0178374 ,0.0192114, -0.0562601, 164.002
366, -0.0180801 ,0.0190804, -0.0562408, 161.818
367, -0.0180115 ,0.0189018, -0.055815, 160.918
368, -0.0178649 ,0.0188506, -0.0555661, 158.073
369, -0.0179069 ,0.0190365, -0.0559799, 156.537
370, -0.0179246 ,0.0193219, -0.0565684, 160.093
371, -0.0179817 ,0.019184, -0.0563496, 163.961
372, -0.0180278 ,0.018778, -0.0555838, 162.23
373, -0.0176796 ,0.0187566, -0.0551928, 156.867
374, -0.0175864 ,0.0188081, -0.0552026, 153.583
375, -0.0175885 ,0.0190439, -0.0556763, 153.529
376, -0.0177369 ,0.0194469, -0.0566308, 157.696
377, -0.0176355 ,0.0193386, -0.0563127, 164.091
378, -0.0177553 ,0.0192044, -0.056164, 162.441
379, -0.017791 ,0.0193808, -0.0565527, 161.443
380, -0.0178412 ,0.019336, -0.0565132, 164.076
381, -0.0178049 ,0.0191771, -0.0561591, 163.661
382, -0.0178978 ,0.0194112, -0.0567202, 162.038
383, -0.0177053 ,0.0192127, -0.0561307, 165.026
384, -0.0176067 ,0.0188638, -0.0553342, 161.012
385, -0.0178732 ,0.0189155, -0.0557043, 155.704
386, -0.0181093 ,0.0191366, -0.0563825, 157.982
387, -0.0179452 ,0.019213, -0.0563713, 162.484
388, -0.0176335 ,0.0192502, -0.0561339, 163.044
389, -0.0177975 ,0.0192545, -0.0563066, 162.15
390, -0.0178437 ,0.0192724, -0.0563885, 162.742
391, -0.0177895 ,0.0192348, -0.0562591, 163.427
392, -0.0175864 ,0.0191547, -0.0558959, 162.583
393, -0.0174307 ,0.0192714, -0.0559734, 159.861
394, -0.0176253 ,0.0193678, -0.0563609, 160.307
395, -0.0179103 ,0.0194501, -0.0568106, 163.63
396, -0.0179293 ,0.0193141, -0.0565575, 166.592
397, -0.0177778 ,0.0190736, -0.055925, 164.63
398, -0.0177904 ,0.018947, -0.0556844, 160.501
399, -0.0175998 ,0.0185886, -0.054777, 157.738
400, -0.017751 ,0.0186932, -0.0551373, 151.8
401, -0.0177361 ,0.0191842, -0.0561044, 154.288
402, -0.0177845 ,0.0193992, -0.0565828, 161.494
403, -0.0176796 ,0.0193268, -0.0563331, 164.832
404, -0.0177217 ,0.0192985, -0.0563187, 163.62
405, -0.0178135 ,0.0191457, -0.0561049, 162.868
406, -0.0175453 ,0.0189682, -0.0554817, 160.884
407, -0.0175254 ,0.0191423, -0.0558101, 157.48
408, -0.0175617 ,0.0190074, -0.0555765, 158.824
409, -0.0173742 ,0.0187883, -0.0549508, 157.441
410, -0.0172813 ,0.0186198, -0.0545208, 152.898
411, -0.0174796 ,0.0187155, -0.0549105, 149.956
412, -0.0175626 ,0.0189495, -0.0554615, 152.566
413, -0.0180223 ,0.0192839, -0.0565902, 157.578
414, -0.0180112 ,0.0194327, -0.0568765, 165.562
415, -0.0176274 ,0.0194008, -0.056429, 167.915
416, -0.0174581 ,0.0191562, -0.0557705, 164.342
417, -0.0175855 ,0.0191514, -0.0558883, 159.674
418, -0.0175389 ,0.0191865, -0.0559118, 159.878
419, -0.01748 ,0.0191763, -0.0558327, 160.109
420, -0.0174641 ,0.0191957, -0.0558555, 159.921
421, -0.0173998 ,0.0191031, -0.055606, 159.68
422, -0.0174672 ,0.0191518, -0.0557707, 158.202
423, -0.0174732 ,0.0194377, -0.0563487, 159.739
424, -0.0174432 ,0.0194415, -0.0563261, 163.278
425, -0.0174132 ,0.0192965, -0.0560062, 163.111
426, -0.0176505 ,0.0193045, -0.0562595, 161.371
427, -0.0176585 ,0.0192181, -0.0560946, 162.616
428, -0.0175775 ,0.0190401, -0.0556577, 161.542
429, -0.0174319 ,0.0190613, -0.0555545, 158.285
430, -0.0175774 ,0.0194669, -0.0565112, 157.968
431, -0.0177356 ,0.0194608, -0.0566573, 164.459
432, -0.0173768 ,0.0188974, -0.0551716, 164.985
433, -0.017566 ,0.0187657, -0.0550974, 154.874
434, -0.0179681 ,0.0190097, -0.0559875, 154.199
435, -0.0176123 ,0.0190631, -0.0557385, 160.274
436, -0.0173376 ,0.0190603, -0.0554581, 158.74
437, -0.0176042 ,0.0190719, -0.0557479, 157.234
438, -0.0176015 ,0.0189454, -0.0554924, 159.115
439, -0.0175967 ,0.018854, -0.0553047, 157.299
440, -0.0174066 ,0.0189003, -0.0552073, 155.725
441, -0.0175416 ,0.019269, -0.0560796, 155.955
442, -0.0175364 ,0.0193666, -0.0562697, 162.044
443, -0.0175963 ,0.0191064, -0.0558091, 163.464
444, -0.0175622 ,0.0188374, -0.0552371, 160.177
445, -0.0175527 ,0.0186344, -0.0548215, 155.575
446, -0.0177304 ,0.0189572, -0.0556447, 153.204
447, -0.0177142 ,0.0192683, -0.0562509, 158.84
448, -0.0172015 ,0.0193316, -0.0558647, 162.978
449, -0.0172081 ,0.0194533, -0.0561147, 161.144
450, -0.017354 ,0.0195955, -0.0565451, 162.609
451, -0.0173327 ,0.0194979, -0.0563285, 165.493
452, -0.0174964 ,0.0192424, -0.0559812, 164.243
453, -0.0176642 ,0.0191467, -0.0559576, 161.675
454, -0.0174475 ,0.0192298, -0.0559071, 161.281
455, -0.0174287 ,0.0195572, -0.056543, 161.676
456, -0.0177427 ,0.0194763, -0.0566954, 166.044
457, -0.0174766 ,0.019218, -0.0559126, 166.589
458, -0.0174233 ,0.0193749, -0.0561731, 161.928
459, -0.0172416 ,0.0195628, -0.0563672, 163.134
460, -0.017471 ,0.0197709, -0.0570129, 165.482
461, -0.0174822 ,0.0195729, -0.0566279, 169.371
462, -0.0174932 ,0.0193349, -0.0561631, 166.948
463, -0.0177423 ,0.019469, -0.0566804, 164.026
464, -0.0176431 ,0.019313, -0.0562692, 166.645
465, -0.0173547 ,0.018951, -0.0552568, 163.797
466, -0.0171376 ,0.0188607, -0.054859, 156.253
467, -0.0172846 ,0.0192938, -0.0558721, 153.791
468, -0.0171597 ,0.0196085, -0.0563767, 160.336
469, -0.0170698 ,0.0196161, -0.0563021, 164.918
470, -0.0175533 ,0.0192553, -0.056064, 164.66
471, -0.0176031 ,0.0193704, -0.056344, 162.989
472, -0.0173613 ,0.0194233, -0.0562079, 164.746
473, -0.017449 ,0.0195352, -0.0565193, 165.177
474, -0.0172533 ,0.0193648, -0.0559829, 167.134
475, -0.0172115 ,0.0190981, -0.0554077, 163.309
476, -0.0172844 ,0.0189545, -0.0551934, 159.049
477, -0.0175733 ,0.0190356, -0.0556445, 157.631
478, -0.0175936 ,0.0191678, -0.0559293, 160.373
479, -0.0174089 ,0.019145, -0.0556988, 162.429
480, -0.0173594 ,0.0191774, -0.0557142, 161.466
481, -0.0173522 ,0.0193666, -0.0560854, 161.456
482, -0.0173826 ,0.0193313, -0.0560452, 163.938
483, -0.0171088 ,0.0193001, -0.0557089, 163.614
484, -0.0171253 ,0.0194619, -0.056049, 161.739
